time,x,v,KE,PE
9.96e-08,0.0263792,-1.04713e+06,3.11712,5.07187
9.97e-08,0.0262753,-1.03962e+06,3.07252,5.11435
9.98e-08,0.0261721,-1.03207e+06,3.02805,5.15652
9.99e-08,0.0260696,-1.02448e+06,2.98372,5.19839
1e-07,0.0259679,-1.01687e+06,2.93952,5.23994
1.001e-07,0.025867,-1.00922e+06,2.89547,5.28119
1.002e-07,0.0257669,-1.00154e+06,2.85156,5.32212
1.003e-07,0.0256675,-993825,2.80781,5.36274
1.004e-07,0.0255689,-986081,2.76423,5.40305
1.005e-07,0.025471,-978305,2.7208,5.44303
1.006e-07,0.025374,-970499,2.67756,5.48271
1.007e-07,0.0252777,-962661,2.63448,5.52206
1.008e-07,0.0251822,-954793,2.59159,5.56109
1.009e-07,0.0250875,-946895,2.54889,5.59981
1.01e-07,0.0249937,-938966,2.50639,5.6382
1.011e-07,0.0249006,-931007,2.46408,5.68105
1.012e-07,0.0248083,-923019,2.42198,5.72718
1.013e-07,0.0247167,-915002,2.38008,5.77291
1.014e-07,0.0246261,-906955,2.33841,5.81824
1.015e-07,0.0245362,-898879,2.29695,5.86317
1.016e-07,0.0244471,-890775,2.25572,5.9077
1.017e-07,0.0243588,-882643,2.21472,5.95183
1.018e-07,0.0242714,-874482,2.17395,5.99554
1.019e-07,0.0241847,-866294,2.13343,6.03886
1.02e-07,0.0240989,-858078,2.09316,6.08176
1.021e-07,0.024014,-849835,2.05313,6.12425
1.022e-07,0.0239298,-841564,2.01337,6.16634
1.023e-07,0.0238465,-833267,1.97386,6.20801
1.024e-07,0.023764,-824943,1.93463,6.24927
1.025e-07,0.0236823,-816594,1.89566,6.29011
1.026e-07,0.0236015,-808218,1.85697,6.33054
1.027e-07,0.0235215,-799816,1.81856,6.37054
1.028e-07,0.0234424,-791389,1.78044,6.41014
1.029e-07,0.0233641,-782937,1.74262,6.44931
1.03e-07,0.0232866,-774460,1.70509,6.48805
1.031e-07,0.02321,-765958,1.66785,6.52638
1.032e-07,0.0231343,-757432,1.63093,6.56428
1.033e-07,0.0230594,-748881,1.59432,6.60176
1.034e-07,0.0229854,-740307,1.55802,6.63882
1.035e-07,0.0229122,-731709,1.52204,6.67544
1.036e-07,0.0228399,-723088,1.48639,6.71164
1.037e-07,0.0227685,-714444,1.45106,6.7474
1.038e-07,0.0226979,-705778,1.41607,6.78274
1.039e-07,0.0226282,-697089,1.38142,6.81764
1.04e-07,0.0225593,-688377,1.34711,6.85212
1.041e-07,0.0224914,-679644,1.31314,6.88615
1.042e-07,0.0224243,-670889,1.27953,6.91976
1.043e-07,0.0223581,-662113,1.24627,6.95292
1.044e-07,0.0222927,-653315,1.21337,6.98565
1.045e-07,0.0222283,-644497,1.18084,7.01794
1.046e-07,0.0221647,-635659,1.14867,7.04979
1.047e-07,0.022102,-626800,1.11688,7.0812
1.048e-07,0.0220402,-617921,1.08546,7.11217
1.049e-07,0.0219793,-609022,1.05442,7.1427
1.05e-07,0.0219193,-600104,1.02377,7.17278
1.051e-07,0.0218602,-591168,0.993504,7.20242
1.052e-07,0.021802,-582212,0.96363,7.23162
1.053e-07,0.0217447,-573237,0.934152,7.26037
1.054e-07,0.0216882,-564245,0.905073,7.28867
1.055e-07,0.0216327,-555234,0.876398,7.31652
1.056e-07,0.0215781,-546206,0.848129,7.34393
1.057e-07,0.0215244,-537161,0.82027,7.37088
1.058e-07,0.0214716,-528098,0.792825,7.39739
1.059e-07,0.0214197,-519018,0.765798,7.42344
1.06e-07,0.0213687,-509922,0.739191,7.44904
1.061e-07,0.0213186,-500810,0.713009,7.47419
1.062e-07,0.0212694,-491682,0.687254,7.49888
1.063e-07,0.0212212,-482538,0.66193,7.52312
1.064e-07,0.0211738,-473379,0.63704,7.54691
1.065e-07,0.0211274,-464205,0.612587,7.57023
1.066e-07,0.0210819,-455016,0.588575,7.5931
1.067e-07,0.0210373,-445812,0.565005,7.61552
1.068e-07,0.0209937,-436595,0.541883,7.63747
1.069e-07,0.0209509,-427363,0.519209,7.65897
1.07e-07,0.0209091,-418118,0.496988,7.68001
1.071e-07,0.0208682,-408859,0.475222,7.70058
1.072e-07,0.0208283,-399588,0.453914,7.7207
1.073e-07,0.0207893,-390304,0.433066,7.74035
1.074e-07,0.0207512,-381007,0.412681,7.75954
1.075e-07,0.020714,-371698,0.392762,7.77827
1.076e-07,0.0206777,-362378,0.373312,7.79653
1.077e-07,0.0206424,-353046,0.354332,7.81433
1.078e-07,0.0206081,-343702,0.335825,7.83167
1.079e-07,0.0205746,-334348,0.317794,7.84854
1.08e-07,0.0205421,-324983,0.300241,7.86494
1.081e-07,0.0205106,-315608,0.283168,7.88088
1.082e-07,0.02048,-306222,0.266577,7.89635
1.083e-07,0.0204503,-296827,0.25047,7.91136
1.084e-07,0.0204215,-287423,0.23485,7.92589
1.085e-07,0.0203937,-278009,0.219719,7.93996
1.086e-07,0.0203669,-268587,0.205077,7.95356
1.087e-07,0.020341,-259156,0.190928,7.96669
1.088e-07,0.020316,-249716,0.177273,7.97935
1.089e-07,0.020292,-240269,0.164113,7.99155
1.09e-07,0.0202689,-230814,0.151451,8.00327
1.091e-07,0.0202467,-221352,0.139288,8.01452
1.092e-07,0.0202256,-211883,0.127626,8.0253
1.093e-07,0.0202053,-202407,0.116466,8.0356
1.094e-07,0.020186,-192924,0.105809,8.04544
1.095e-07,0.0201677,-183435,0.0956566,8.0548
1.096e-07,0.0201503,-173941,0.0860107,8.0637
1.097e-07,0.0201338,-164441,0.0768721,8.07212
1.098e-07,0.0201183,-154936,0.068242,8.08006
1.099e-07,0.0201038,-145426,0.0601216,8.08753
1.1e-07,0.0200902,-135911,0.0525117,8.09453
1.101e-07,0.0200776,-126392,0.0454136,8.10106
1.102e-07,0.0200659,-116869,0.0388279,8.10711
1.103e-07,0.0200552,-107342,0.0327556,8.11269
1.104e-07,0.0200454,-97811.4,0.0271974,8.1178
1.105e-07,0.0200365,-88278,0.0221541,8.12243
1.106e-07,0.0200287,-78741.9,0.0176262,8.12658
1.107e-07,0.0200217,-69203.2,0.0136145,8.13026
1.108e-07,0.0200158,-59662.3,0.0101192,8.13347
1.109e-07,0.0200108,-50119.5,0.00714104,8.1362
1.11e-07,0.0200067,-40575.1,0.00468023,8.13846
1.111e-07,0.0200036,-31029.4,0.00273712,8.14024
1.112e-07,0.0200015,-21482.7,0.00131198,8.14155
1.113e-07,0.0200003,-11935.3,0.000404966,8.14238
1.114e-07,0.02,-2387.6,1.62059e-05,8.14273
1.115e-07,0.0200007,7160.21,0.000145747,8.14261
1.116e-07,0.0200024,16707.8,0.000793573,8.14202
1.117e-07,0.020005,26254.8,0.0019596,8.14095
1.118e-07,0.0200086,35801.1,0.00364368,8.13941
1.119e-07,0.0200132,45346.1,0.0058456,8.13739
1.12e-07,0.0200186,54889.8,0.00856508,8.13489
1.121e-07,0.0200251,64431.7,0.0118018,8.13193
1.122e-07,0.0200325,73971.5,0.0155553,8.12848
1.123e-07,0.0200408,83509,0.0198251,8.12456
1.124e-07,0.0200501,93043.8,0.0246107,8.12017
1.125e-07,0.0200604,102576,0.0299114,8.1153
1.126e-07,0.0200716,112104,0.0357267,8.10996
1.127e-07,0.0200838,121629,0.0420557,8.10415
1.128e-07,0.0200969,131150,0.0488977,8.09786
1.129e-07,0.020111,140667,0.0562517,8.09109
1.13e-07,0.020126,150180,0.0641169,8.08386
1.131e-07,0.0201419,159688,0.0724922,8.07615
1.132e-07,0.0201589,169190,0.0813766,8.06797
1.133e-07,0.0201767,178688,0.090769,8.05931
1.134e-07,0.0201955,188179,0.100668,8.05018
1.135e-07,0.0202153,197665,0.111073,8.04058
1.136e-07,0.020236,207144,0.121981,8.03051
1.137e-07,0.0202577,216617,0.133393,8.01997
1.138e-07,0.0202803,226083,0.145306,8.00895
1.139e-07,0.0203039,235541,0.157718,7.99747
1.14e-07,0.0203284,244992,0.170629,7.98551
1.141e-07,0.0203538,254436,0.184037,7.97308
1.142e-07,0.0203802,263871,0.197939,7.96019
1.143e-07,0.0204075,273298,0.212334,7.94682
1.144e-07,0.0204358,282716,0.227221,7.93299
1.145e-07,0.020465,292125,0.242597,7.91869
1.146e-07,0.0204951,301525,0.258461,7.90392
1.147e-07,0.0205262,310915,0.27481,7.88868
1.148e-07,0.0205583,320295,0.291642,7.87297
1.149e-07,0.0205912,329666,0.308955,7.8568
1.15e-07,0.0206251,339025,0.326748,7.84016
1.151e-07,0.02066,348374,0.345017,7.82306
1.152e-07,0.0206957,357712,0.36376,7.80549
1.153e-07,0.0207325,367038,0.382976,7.78746
1.154e-07,0.0207701,376353,0.402661,7.76896
1.155e-07,0.0208087,385656,0.422813,7.75
1.156e-07,0.0208481,394946,0.443429,7.73058
1.157e-07,0.0208886,404224,0.464508,7.7107
1.158e-07,0.0209299,413489,0.486045,7.69035
1.159e-07,0.0209722,422741,0.508039,7.66955
1.16e-07,0.0210154,431979,0.530487,7.64828
1.161e-07,0.0210595,441204,0.553385,7.62656
1.162e-07,0.0211046,450415,0.576731,7.60437
1.163e-07,0.0211505,459611,0.600522,7.58173
1.164e-07,0.0211974,468793,0.624755,7.55863
1.165e-07,0.0212452,477959,0.649427,7.53507
1.166e-07,0.0212939,487111,0.674534,7.51106
1.167e-07,0.0213435,496247,0.700074,7.4866
1.168e-07,0.0213941,505367,0.726043,7.46167
1.169e-07,0.0214455,514471,0.752438,7.4363
1.17e-07,0.0214979,523559,0.779255,7.41047
1.171e-07,0.0215511,532630,0.806492,7.38419
1.172e-07,0.0216053,541684,0.834144,7.35746
1.173e-07,0.0216604,550721,0.862208,7.33028
1.174e-07,0.0217163,559741,0.890681,7.30266
1.175e-07,0.0217732,568742,0.919559,7.27458
1.176e-07,0.021831,577726,0.948838,7.24605
1.177e-07,0.0218897,586691,0.978514,7.21708
1.178e-07,0.0219492,595637,1.00858,7.18766
1.179e-07,0.0220097,604565,1.03904,7.1578
1.18e-07,0.022071,613473,1.06989,7.1275
1.181e-07,0.0221333,622362,1.10112,7.09675
1.182e-07,0.0221964,631230,1.13272,7.06556
1.183e-07,0.0222604,640079,1.16471,7.03393
1.184e-07,0.0223253,648908,1.19706,7.00186
1.185e-07,0.0223911,657715,1.22977,6.96935
1.186e-07,0.0224577,666502,1.26285,6.9364
1.187e-07,0.0225252,675268,1.29629,6.90301
1.188e-07,0.0225936,684012,1.33007,6.86919
1.189e-07,0.0226629,692734,1.36421,6.83494
1.19e-07,0.022733,701435,1.3987,6.80025
1.191e-07,0.0228041,710113,1.43352,6.76513
1.192e-07,0.0228759,718768,1.46868,6.72958
1.193e-07,0.0229487,727401,1.50417,6.6936
1.194e-07,0.0230223,736010,1.53998,6.65719
1.195e-07,0.0230967,744596,1.57612,6.62035
1.196e-07,0.0231721,753158,1.61258,6.58308
1.197e-07,0.0232482,761697,1.64935,6.54539
1.198e-07,0.0233252,770211,1.68643,6.50728
1.199e-07,0.0234031,778700,1.72381,6.46874
1.2e-07,0.0234818,787165,1.76149,6.42978
1.201e-07,0.0235614,795605,1.79946,6.3904
1.202e-07,0.0236418,804019,1.83773,6.3506
1.203e-07,0.023723,812408,1.87628,6.31038
1.204e-07,0.0238051,820771,1.9151,6.26975
1.205e-07,0.023888,829107,1.95421,6.22869
1.206e-07,0.0239718,837418,1.99358,6.18723
1.207e-07,0.0240563,845702,2.03321,6.14535
1.208e-07,0.0241417,853958,2.07311,6.10306
1.209e-07,0.0242279,862188,2.11326,6.06036
1.21e-07,0.024315,870390,2.15366,6.01726
1.211e-07,0.0244028,878565,2.1943,5.97374
1.212e-07,0.0244915,886711,2.23518,5.92982
1.213e-07,0.024581,894830,2.2763,5.88549
1.214e-07,0.0246713,902920,2.31764,5.84076
1.215e-07,0.0247624,910981,2.35921,5.79563
1.216e-07,0.0248543,919013,2.401,5.7501
1.217e-07,0.024947,927016,2.443,5.70417
1.218e-07,0.0250405,934989,2.4852,5.65784
1.219e-07,0.0251348,942933,2.52761,5.61905
1.22e-07,0.0252299,950847,2.57021,5.5805
1.221e-07,0.0253257,958730,2.61301,5.54162
1.222e-07,0.0254224,966583,2.65599,5.50243
1.223e-07,0.0255198,974405,2.69915,5.46292
1.224e-07,0.0256181,982196,2.74249,5.42309
1.225e-07,0.0257171,989956,2.78599,5.38294
1.226e-07,0.0258168,997684,2.82966,5.34248
1.227e-07,0.0259174,1.00538e+06,2.87349,5.3017
1.228e-07,0.0260187,1.01305e+06,2.91747,5.26061
1.229e-07,0.0261207,1.02068e+06,2.96159,5.21921
1.23e-07,0.0262236,1.02828e+06,3.00586,5.1775
1.231e-07,0.0263271,1.03584e+06,3.05027,5.13548
1.232e-07,0.0264315,1.04338e+06,3.0948,5.09315
1.233e-07,0.0265366,1.05088e+06,3.13946,5.05052
1.234e-07,0.0266424,1.05835e+06,3.18423,5.00758
1.235e-07,0.026749,1.06578e+06,3.22912,4.96434
1.236e-07,0.0268563,1.07318e+06,3.27412,4.9208
1.237e-07,0.0269644,1.08055e+06,3.31921,4.87696
1.238e-07,0.0270731,1.08788e+06,3.36441,4.83281
1.239e-07,0.0271827,1.09517e+06,3.40969,4.78837
1.24e-07,0.0272929,1.10244e+06,3.45506,4.74364
1.241e-07,0.0274039,1.10966e+06,3.50051,4.6986
1.242e-07,0.0275156,1.11685e+06,3.54602,4.65328
1.243e-07,0.027628,1.12401e+06,3.59161,4.60766
1.244e-07,0.0277411,1.13113e+06,3.63726,4.56175
1.245e-07,0.0278549,1.13821e+06,3.68296,4.51556
1.246e-07,0.0279694,1.14526e+06,3.72871,4.46907
1.247e-07,0.0280846,1.15227e+06,3.77451,4.4223
1.248e-07,0.0282006,1.15925e+06,3.82034,4.37524
1.249e-07,0.0283172,1.16619e+06,3.8662,4.32791
1.25e-07,0.0284345,1.17309e+06,3.9121,4.28028
1.251e-07,0.0285525,1.17995e+06,3.95801,4.23238
1.252e-07,0.0286712,1.18678e+06,4.00393,4.1842
1.253e-07,0.0287905,1.19357e+06,4.04987,4.13575
1.254e-07,0.0289106,1.20032e+06,4.0958,4.08702
1.255e-07,0.0290313,1.20703e+06,4.14174,4.03801
1.256e-07,0.0291526,1.2137e+06,4.18766,3.98873
1.257e-07,0.0292747,1.22034e+06,4.23357,3.93918
1.258e-07,0.0293974,1.22693e+06,4.27946,3.88936
1.259e-07,0.0295207,1.23349e+06,4.32533,3.83927
1.26e-07,0.0296447,1.24001e+06,4.37116,3.78892
1.261e-07,0.0297694,1.24648e+06,4.41695,3.7383
1.262e-07,0.0298946,1.25292e+06,4.4627,3.68742
1.263e-07,0.0300206,1.25932e+06,4.5084,3.63628
1.264e-07,0.0301471,1.26568e+06,4.55404,3.59247
1.265e-07,0.0302743,1.272e+06,4.59962,3.55229
1.266e-07,0.0304022,1.27828e+06,4.64514,3.51191
1.267e-07,0.0305306,1.28451e+06,4.69058,3.47133
1.268e-07,0.0306597,1.29071e+06,4.73594,3.43056
1.269e-07,0.0307894,1.29687e+06,4.78122,3.38959
1.27e-07,0.0309197,1.30298e+06,4.82641,3.34842
1.271e-07,0.0310506,1.30905e+06,4.8715,3.30707
1.272e-07,0.0311821,1.31508e+06,4.91649,3.26552
1.273e-07,0.0313142,1.32107e+06,4.96137,3.22378
1.274e-07,0.0314469,1.32702e+06,5.00614,3.18185
1.275e-07,0.0315802,1.33292e+06,5.05079,3.13974
1.276e-07,0.0317141,1.33879e+06,5.09531,3.09743
1.277e-07,0.0318485,1.34461e+06,5.13971,3.05495
1.278e-07,0.0319836,1.35038e+06,5.18397,3.01228
1.279e-07,0.0321192,1.35612e+06,5.22809,2.96943
1.28e-07,0.0322554,1.36181e+06,5.27206,2.92639
1.281e-07,0.0323921,1.36745e+06,5.31587,2.88318
1.282e-07,0.0325294,1.37306e+06,5.35953,2.83979
1.283e-07,0.0326673,1.37862e+06,5.40303,2.79622
1.284e-07,0.0328057,1.38414e+06,5.44635,2.75248
1.285e-07,0.0329447,1.38961e+06,5.4895,2.70856
1.286e-07,0.0330842,1.39504e+06,5.53247,2.66447
1.287e-07,0.0332242,1.40042e+06,5.57525,2.62021
1.288e-07,0.0333648,1.40576e+06,5.61785,2.57578
1.289e-07,0.0335059,1.41105e+06,5.66024,2.53118
1.29e-07,0.0336475,1.4163e+06,5.70244,2.48641
1.291e-07,0.0337897,1.42151e+06,5.74442,2.44148
1.292e-07,0.0339323,1.42667e+06,5.78619,2.39638
1.293e-07,0.0340755,1.43178e+06,5.82775,2.35113
1.294e-07,0.0342192,1.43685e+06,5.86908,2.30571
1.295e-07,0.0343634,1.44187e+06,5.91018,2.26013
1.296e-07,0.0345081,1.44685e+06,5.95105,2.21439
1.297e-07,0.0346532,1.45178e+06,5.99168,2.16849
1.298e-07,0.0347989,1.45666e+06,6.03206,2.12244
1.299e-07,0.0349451,1.4615e+06,6.07219,2.07624
1.3e-07,0.0350917,1.46629e+06,6.11207,2.03155
1.301e-07,0.0352388,1.47104e+06,6.15169,1.99833
1.302e-07,0.0353864,1.47573e+06,6.19105,1.965
1.303e-07,0.0355344,1.48038e+06,6.23013,1.93157
1.304e-07,0.0356829,1.48499e+06,6.26894,1.89803
1.305e-07,0.0358319,1.48954e+06,6.30747,1.86439
1.306e-07,0.0359813,1.49405e+06,6.34572,1.83065
1.307e-07,0.0361311,1.49852e+06,6.38368,1.7968
1.308e-07,0.0362814,1.50293e+06,6.42134,1.76286
1.309e-07,0.0364321,1.5073e+06,6.4587,1.72882
1.31e-07,0.0365833,1.51161e+06,6.49576,1.69467
1.311e-07,0.0367349,1.51588e+06,6.53251,1.66043
1.312e-07,0.0368869,1.52011e+06,6.56895,1.6261
1.313e-07,0.0370393,1.52428e+06,6.60507,1.59167
1.314e-07,0.0371922,1.5284e+06,6.64086,1.55714
1.315e-07,0.0373454,1.53248e+06,6.67633,1.52253
1.316e-07,0.0374991,1.53651e+06,6.71147,1.48782
1.317e-07,0.0376531,1.54049e+06,6.74627,1.45302
1.318e-07,0.0378076,1.54442e+06,6.78073,1.41813
1.319e-07,0.0379624,1.5483e+06,6.81485,1.38315
1.32e-07,0.0381176,1.55213e+06,6.84862,1.34809
1.321e-07,0.0382732,1.55591e+06,6.88203,1.31294
1.322e-07,0.0384291,1.55964e+06,6.91509,1.2777
1.323e-07,0.0385855,1.56332e+06,6.94778,1.24239
1.324e-07,0.0387422,1.56696e+06,6.98011,1.20698
1.325e-07,0.0388992,1.57054e+06,7.01206,1.1715
1.326e-07,0.0390566,1.57407e+06,7.04365,1.13594
1.327e-07,0.0392144,1.57755e+06,7.07485,1.10029
1.328e-07,0.0393725,1.58099e+06,7.10567,1.06457
1.329e-07,0.0395309,1.58437e+06,7.13611,1.02877
1.33e-07,0.0396897,1.5877e+06,7.16616,0.992899
1.331e-07,0.0398488,1.59098e+06,7.19581,0.95695
1.332e-07,0.0400082,1.59421e+06,7.22506,0.920927
1.333e-07,0.040168,1.59739e+06,7.25391,0.892802
1.334e-07,0.040328,1.60052e+06,7.28236,0.871101
1.335e-07,0.0404884,1.6036e+06,7.3104,0.849359
1.336e-07,0.040649,1.60663e+06,7.33803,0.827576
1.337e-07,0.04081,1.6096e+06,7.36524,0.805752
1.338e-07,0.0409712,1.61253e+06,7.39203,0.783887
1.339e-07,0.0411328,1.6154e+06,7.4184,0.761983
1.34e-07,0.0412946,1.61822e+06,7.44434,0.740041
1.341e-07,0.0414567,1.621e+06,7.46985,0.718061
1.342e-07,0.0416191,1.62371e+06,7.49493,0.696043
1.343e-07,0.0417817,1.62638e+06,7.51958,0.673989
1.344e-07,0.0419446,1.629e+06,7.54378,0.651899
1.345e-07,0.0421078,1.63156e+06,7.56754,0.629774
1.346e-07,0.0422712,1.63407e+06,7.59086,0.607615
1.347e-07,0.0424348,1.63653e+06,7.61373,0.585421
1.348e-07,0.0425987,1.63894e+06,7.63615,0.563195
1.349e-07,0.0427629,1.6413e+06,7.65812,0.540937
1.35e-07,0.0429272,1.6436e+06,7.67963,0.518646
1.351e-07,0.0430918,1.64585e+06,7.70068,0.496325
1.352e-07,0.0432566,1.64805e+06,7.72126,0.473974
1.353e-07,0.0434216,1.65019e+06,7.74139,0.451593
1.354e-07,0.0435869,1.65229e+06,7.76104,0.429184
1.355e-07,0.0437523,1.65433e+06,7.78023,0.406746
1.356e-07,0.0439179,1.65632e+06,7.79894,0.384281
1.357e-07,0.0440837,1.65825e+06,7.81718,0.361789
1.358e-07,0.0442498,1.66014e+06,7.83495,0.339272
1.359e-07,0.044416,1.66197e+06,7.85223,0.316729
1.36e-07,0.0445823,1.66374e+06,7.86903,0.294162
1.361e-07,0.0447489,1.66547e+06,7.88535,0.271571
1.362e-07,0.0449156,1.66714e+06,7.90118,0.248957
1.363e-07,0.0450825,1.66876e+06,7.91653,0.226321
1.364e-07,0.0452495,1.67032e+06,7.93138,0.21868
1.365e-07,0.0454167,1.67183e+06,7.94575,0.211121
1.366e-07,0.045584,1.67329e+06,7.95962,0.203554
1.367e-07,0.0457515,1.6747e+06,7.973,0.195982
1.368e-07,0.0459191,1.67605e+06,7.98588,0.188403
1.369e-07,0.0460868,1.67735e+06,7.99826,0.180818
1.37e-07,0.0462547,1.67859e+06,8.01014,0.173227
1.371e-07,0.0464227,1.67979e+06,8.02152,0.165631
1.372e-07,0.0465908,1.68093e+06,8.0324,0.158029
1.373e-07,0.046759,1.68201e+06,8.04277,0.150422
1.374e-07,0.0469273,1.68304e+06,8.05264,0.142811
1.375e-07,0.0470957,1.68402e+06,8.062,0.135195
1.376e-07,0.0472642,1.68494e+06,8.07085,0.127575
1.377e-07,0.0474327,1.68581e+06,8.0792,0.119951
1.378e-07,0.0476014,1.68663e+06,8.08703,0.112322
1.379e-07,0.0477701,1.68739e+06,8.09435,0.104691
1.38e-07,0.0479389,1.6881e+06,8.10116,0.0970558
1.381e-07,0.0481078,1.68876e+06,8.10746,0.0894177
1.382e-07,0.0482768,1.68936e+06,8.11324,0.0817767
1.383e-07,0.0484458,1.68991e+06,8.11851,0.0741332
1.384e-07,0.0486148,1.69041e+06,8.12326,0.0664873
1.385e-07,0.0487839,1.69085e+06,8.1275,0.0588392
1.386e-07,0.048953,1.69123e+06,8.13122,0.0511893
1.387e-07,0.0491222,1.69157e+06,8.13443,0.0435378
1.388e-07,0.0492913,1.69185e+06,8.13711,0.0358849
1.389e-07,0.0494605,1.69207e+06,8.13928,0.0282308
1.39e-07,0.0496298,1.69224e+06,8.14094,0.0205759
1.391e-07,0.049799,1.69236e+06,8.14207,0.0129203
1.392e-07,0.0499683,1.69243e+06,8.14268,0.00526427
1.393e-07,0.0501375,1.69244e+06,8.14278,0.00239192
1.394e-07,0.0503067,1.69239e+06,8.14236,0.010048
1.395e-07,0.050476,1.69229e+06,8.14142,0.0177038
1.396e-07,0.0506452,1.69214e+06,8.13996,0.025359
1.397e-07,0.0508144,1.69194e+06,8.13799,0.0330135
1.398e-07,0.0509835,1.69168e+06,8.1355,0.0406668
1.399e-07,0.0511527,1.69137e+06,8.13249,0.0483189
1.4e-07,0.0513218,1.691e+06,8.12896,0.0559694
1.401e-07,0.0514908,1.69058e+06,8.12491,0.0636182
1.402e-07,0.0516598,1.6901e+06,8.12035,0.0712649
1.403e-07,0.0518288,1.68957e+06,8.11528,0.0789094
1.404e-07,0.0519977,1.68899e+06,8.10969,0.0865513
1.405e-07,0.0521665,1.68836e+06,8.10358,0.0941905
1.406e-07,0.0523353,1.68767e+06,8.09697,0.101827
1.407e-07,0.052504,1.68692e+06,8.08984,0.10946
1.408e-07,0.0526726,1.68613e+06,8.08219,0.117089
1.409e-07,0.0528411,1.68528e+06,8.07404,0.124715
1.41e-07,0.0530096,1.68437e+06,8.06538,0.132337
1.411e-07,0.0531779,1.68341e+06,8.05621,0.139954
1.412e-07,0.0533462,1.6824e+06,8.04653,0.147567
1.413e-07,0.0535143,1.68134e+06,8.03635,0.155176
1.414e-07,0.0536823,1.68022e+06,8.02566,0.162779
1.415e-07,0.0538502,1.67905e+06,8.01447,0.170378
1.416e-07,0.054018,1.67782e+06,8.00278,0.17797
1.417e-07,0.0541857,1.67654e+06,7.99058,0.185558
1.418e-07,0.0543532,1.67521e+06,7.97789,0.193139
1.419e-07,0.0545206,1.67383e+06,7.9647,0.200714
1.42e-07,0.0546878,1.67239e+06,7.95101,0.208283
1.421e-07,0.0548549,1.6709e+06,7.93683,0.215845
1.422e-07,0.0550218,1.66935e+06,7.92216,0.2234
1.423e-07,0.0551886,1.66775e+06,7.907,0.240467
1.424e-07,0.0553552,1.6661e+06,7.89135,0.26309
1.425e-07,0.0555216,1.6644e+06,7.87521,0.285689
1.426e-07,0.0556879,1.66264e+06,7.85859,0.308266
1.427e-07,0.055854,1.66083e+06,7.84149,0.330817
1.428e-07,0.0560199,1.65897e+06,7.8239,0.353345
1.429e-07,0.0561856,1.65705e+06,7.80584,0.375846
1.43e-07,0.0563511,1.65508e+06,7.78731,0.398321
1.431e-07,0.0565164,1.65306e+06,7.7683,0.420769
1.432e-07,0.0566815,1.65099e+06,7.74882,0.443189
1.433e-07,0.0568464,1.64886e+06,7.72887,0.465581
1.434e-07,0.0570111,1.64668e+06,7.70846,0.487943
1.435e-07,0.0571755,1.64445e+06,7.68758,0.510276
1.436e-07,0.0573397,1.64217e+06,7.66624,0.532578
1.437e-07,0.0575037,1.63983e+06,7.64445,0.554848
1.438e-07,0.0576674,1.63744e+06,7.6222,0.577087
1.439e-07,0.0578309,1.635e+06,7.5995,0.599292
1.44e-07,0.0579942,1.63251e+06,7.57635,0.621465
1.441e-07,0.0581572,1.62996e+06,7.55275,0.643603
1.442e-07,0.0583199,1.62737e+06,7.52871,0.665706
1.443e-07,0.0584824,1.62472e+06,7.50423,0.687774
1.444e-07,0.0586446,1.62202e+06,7.47931,0.709805
1.445e-07,0.0588065,1.61927e+06,7.45396,0.731799
1.446e-07,0.0589682,1.61647e+06,7.42818,0.753756
1.447e-07,0.0591295,1.61361e+06,7.40197,0.775674
1.448e-07,0.0592906,1.61071e+06,7.37534,0.797553
1.449e-07,0.0594514,1.60775e+06,7.34828,0.819393
1.45e-07,0.0596119,1.60474e+06,7.32081,0.841192
1.451e-07,0.059772,1.60168e+06,7.29293,0.862949
1.452e-07,0.0599319,1.59857e+06,7.26463,0.884665
1.453e-07,0.0600914,1.59541e+06,7.23593,0.907394
1.454e-07,0.0602506,1.5922e+06,7.20683,0.943444
1.455e-07,0.0604095,1.58894e+06,7.17733,0.979421
1.456e-07,0.0605681,1.58563e+06,7.14743,1.01532
1.457e-07,0.0607263,1.58226e+06,7.11714,1.05115
1.458e-07,0.0608842,1.57885e+06,7.08646,1.0869
1.459e-07,0.0610418,1.57538e+06,7.0554,1.12257
1.46e-07,0.0611989,1.57187e+06,7.02396,1.15817
1.461e-07,0.0613558,1.56831e+06,6.99214,1.19368
1.462e-07,0.0615122,1.56469e+06,6.95995,1.22911
1.463e-07,0.0616683,1.56103e+06,6.92739,1.26446
1.464e-07,0.0618241,1.55731e+06,6.89447,1.29973
1.465e-07,0.0619794,1.55355e+06,6.86119,1.33491
1.466e-07,0.0621344,1.54974e+06,6.82756,1.37001
1.467e-07,0.062289,1.54588e+06,6.79357,1.40502
1.468e-07,0.0624432,1.54197e+06,6.75924,1.43994
1.469e-07,0.062597,1.53801e+06,6.72457,1.47477
1.47e-07,0.0627504,1.534e+06,6.68955,1.50952
1.471e-07,0.0629034,1.52994e+06,6.65421,1.54417
1.472e-07,0.063056,1.52583e+06,6.61853,1.57873
1.473e-07,0.0632081,1.52168e+06,6.58254,1.61319
1.474e-07,0.0633599,1.51747e+06,6.54622,1.64756
1.475e-07,0.0635112,1.51322e+06,6.50958,1.68184
1.476e-07,0.0636621,1.50892e+06,6.47264,1.71602
1.477e-07,0.0638126,1.50457e+06,6.43539,1.7501
