time,x,v,KE,PE
3.004e-07,0.0597721,-1.59857e+06,7.26463,0.884671
3.005e-07,0.0596119,-1.60168e+06,7.29292,0.862955
3.006e-07,0.0594514,-1.60474e+06,7.32081,0.841198
3.007e-07,0.0592907,-1.60775e+06,7.34828,0.819399
3.008e-07,0.0591296,-1.61071e+06,7.37533,0.797559
3.009e-07,0.0589682,-1.61361e+06,7.40196,0.77568
3.01e-07,0.0588066,-1.61647e+06,7.42817,0.753762
3.011e-07,0.0586447,-1.61927e+06,7.45395,0.731805
3.012e-07,0.0584824,-1.62202e+06,7.4793,0.709811
3.013e-07,0.05832,-1.62472e+06,7.50422,0.68778
3.014e-07,0.0581572,-1.62737e+06,7.5287,0.665712
3.015e-07,0.0579942,-1.62996e+06,7.55274,0.643609
3.016e-07,0.057831,-1.63251e+06,7.57634,0.621471
3.017e-07,0.0576675,-1.635e+06,7.59949,0.599298
3.018e-07,0.0575037,-1.63744e+06,7.62219,0.577093
3.019e-07,0.0573398,-1.63983e+06,7.64444,0.554854
3.02e-07,0.0571755,-1.64217e+06,7.66624,0.532584
3.021e-07,0.0570111,-1.64445e+06,7.68757,0.510282
3.022e-07,0.0568464,-1.64668e+06,7.70845,0.487949
3.023e-07,0.0566816,-1.64886e+06,7.72886,0.465587
3.024e-07,0.0565165,-1.65099e+06,7.74881,0.443195
3.025e-07,0.0563511,-1.65306e+06,7.76829,0.420775
3.026e-07,0.0561856,-1.65508e+06,7.7873,0.398327
3.027e-07,0.0560199,-1.65705e+06,7.80584,0.375852
3.028e-07,0.055854,-1.65897e+06,7.8239,0.353351
3.029e-07,0.055688,-1.66083e+06,7.84148,0.330824
3.03e-07,0.0555217,-1.66264e+06,7.85858,0.308272
3.031e-07,0.0553553,-1.6644e+06,7.87521,0.285695
3.032e-07,0.0551886,-1.6661e+06,7.89134,0.263096
3.033e-07,0.0550219,-1.66775e+06,7.90699,0.240473
3.034e-07,0.0548549,-1.66935e+06,7.92216,0.223402
3.035e-07,0.0546878,-1.6709e+06,7.93683,0.215847
3.036e-07,0.0545206,-1.67239e+06,7.95101,0.208285
3.037e-07,0.0543532,-1.67383e+06,7.96469,0.200716
3.038e-07,0.0541857,-1.67521e+06,7.97788,0.193141
3.039e-07,0.054018,-1.67654e+06,7.99058,0.18556
3.04e-07,0.0538503,-1.67782e+06,8.00277,0.177972
3.041e-07,0.0536824,-1.67905e+06,8.01447,0.17038
3.042e-07,0.0535143,-1.68022e+06,8.02566,0.162781
3.043e-07,0.0533462,-1.68134e+06,8.03635,0.155178
3.044e-07,0.053178,-1.6824e+06,8.04653,0.147569
3.045e-07,0.0530096,-1.68341e+06,8.05621,0.139956
3.046e-07,0.0528412,-1.68437e+06,8.06538,0.132339
3.047e-07,0.0526727,-1.68528e+06,8.07404,0.124717
3.048e-07,0.052504,-1.68613e+06,8.08219,0.117091
3.049e-07,0.0523353,-1.68692e+06,8.08983,0.109462
3.05e-07,0.0521666,-1.68767e+06,8.09696,0.101829
3.051e-07,0.0519977,-1.68836e+06,8.10358,0.0941926
3.052e-07,0.0518288,-1.68899e+06,8.10969,0.0865534
3.053e-07,0.0516599,-1.68957e+06,8.11528,0.0789115
3.054e-07,0.0514909,-1.6901e+06,8.12035,0.071267
3.055e-07,0.0513218,-1.69058e+06,8.12491,0.0636203
3.056e-07,0.0511527,-1.691e+06,8.12896,0.0559715
3.057e-07,0.0509836,-1.69137e+06,8.13248,0.048321
3.058e-07,0.0508144,-1.69168e+06,8.13549,0.0406689
3.059e-07,0.0506452,-1.69194e+06,8.13799,0.0330155
3.06e-07,0.050476,-1.69214e+06,8.13996,0.0253611
3.061e-07,0.0503068,-1.69229e+06,8.14142,0.0177059
3.062e-07,0.0501375,-1.69239e+06,8.14236,0.0100501
3.063e-07,0.0499683,-1.69244e+06,8.14278,0.00239398
3.064e-07,0.0497991,-1.69243e+06,8.14268,0.0052622
3.065e-07,0.0496298,-1.69236e+06,8.14207,0.0129182
3.066e-07,0.0494606,-1.69224e+06,8.14094,0.0205738
3.067e-07,0.0492914,-1.69207e+06,8.13928,0.0282288
3.068e-07,0.0491222,-1.69185e+06,8.13711,0.0358828
3.069e-07,0.048953,-1.69157e+06,8.13443,0.0435357
3.07e-07,0.0487839,-1.69123e+06,8.13122,0.0511873
3.071e-07,0.0486148,-1.69085e+06,8.1275,0.0588372
3.072e-07,0.0484458,-1.69041e+06,8.12326,0.0664852
3.073e-07,0.0482768,-1.68991e+06,8.11851,0.0741311
3.074e-07,0.0481079,-1.68936e+06,8.11324,0.0817747
3.075e-07,0.047939,-1.68876e+06,8.10746,0.0894156
3.076e-07,0.0477702,-1.6881e+06,8.10116,0.0970537
3.077e-07,0.0476014,-1.6874e+06,8.09435,0.104689
3.078e-07,0.0474328,-1.68663e+06,8.08703,0.11232
3.079e-07,0.0472642,-1.68581e+06,8.0792,0.119949
3.08e-07,0.0470957,-1.68494e+06,8.07085,0.127573
3.081e-07,0.0469273,-1.68402e+06,8.062,0.135193
3.082e-07,0.046759,-1.68304e+06,8.05264,0.142809
3.083e-07,0.0465908,-1.68201e+06,8.04277,0.15042
3.084e-07,0.0464227,-1.68093e+06,8.0324,0.158027
3.085e-07,0.0462547,-1.67979e+06,8.02152,0.165628
3.086e-07,0.0460869,-1.67859e+06,8.01014,0.173225
3.087e-07,0.0459191,-1.67735e+06,7.99826,0.180816
3.088e-07,0.0457515,-1.67605e+06,7.98588,0.188401
3.089e-07,0.0455841,-1.6747e+06,7.973,0.19598
3.09e-07,0.0454167,-1.67329e+06,7.95962,0.203552
3.091e-07,0.0452495,-1.67183e+06,7.94575,0.211119
3.092e-07,0.0450825,-1.67032e+06,7.93139,0.218678
3.093e-07,0.0449156,-1.66876e+06,7.91653,0.226315
3.094e-07,0.0447489,-1.66714e+06,7.90119,0.248951
3.095e-07,0.0445824,-1.66547e+06,7.88535,0.271565
3.096e-07,0.044416,-1.66374e+06,7.86904,0.294156
3.097e-07,0.0442498,-1.66197e+06,7.85223,0.316723
3.098e-07,0.0440838,-1.66014e+06,7.83495,0.339266
3.099e-07,0.043918,-1.65825e+06,7.81719,0.361783
3.1e-07,0.0437523,-1.65632e+06,7.79895,0.384275
3.101e-07,0.0435869,-1.65433e+06,7.78023,0.40674
3.102e-07,0.0434217,-1.65229e+06,7.76105,0.429178
3.103e-07,0.0432567,-1.6502e+06,7.74139,0.451587
3.104e-07,0.0430918,-1.64805e+06,7.72127,0.473968
3.105e-07,0.0429273,-1.64585e+06,7.70068,0.496319
3.106e-07,0.0427629,-1.6436e+06,7.67963,0.51864
3.107e-07,0.0425988,-1.6413e+06,7.65812,0.540931
3.108e-07,0.0424349,-1.63894e+06,7.63616,0.563189
3.109e-07,0.0422712,-1.63653e+06,7.61374,0.585415
3.11e-07,0.0421078,-1.63407e+06,7.59087,0.607609
3.111e-07,0.0419447,-1.63156e+06,7.56755,0.629768
3.112e-07,0.0417818,-1.629e+06,7.54379,0.651893
3.113e-07,0.0416191,-1.62638e+06,7.51958,0.673983
3.114e-07,0.0414568,-1.62371e+06,7.49494,0.696037
3.115e-07,0.0412947,-1.621e+06,7.46986,0.718055
3.116e-07,0.0411328,-1.61823e+06,7.44435,0.740035
3.117e-07,0.0409713,-1.6154e+06,7.4184,0.761978
3.118e-07,0.04081,-1.61253e+06,7.39203,0.783881
3.119e-07,0.0406491,-1.6096e+06,7.36524,0.805746
3.12e-07,0.0404884,-1.60663e+06,7.33803,0.82757
3.121e-07,0.0403281,-1.6036e+06,7.31041,0.849353
3.122e-07,0.040168,-1.60052e+06,7.28237,0.871096
3.123e-07,0.0400083,-1.59739e+06,7.25392,0.892796
3.124e-07,0.0398488,-1.59421e+06,7.22507,0.920917
3.125e-07,0.0396897,-1.59098e+06,7.19581,0.95694
3.126e-07,0.039531,-1.5877e+06,7.16616,0.992889
3.127e-07,0.0393725,-1.58437e+06,7.13612,1.02876
3.128e-07,0.0392144,-1.58099e+06,7.10568,1.06456
3.129e-07,0.0390567,-1.57756e+06,7.07486,1.10028
3.13e-07,0.0388993,-1.57407e+06,7.04366,1.13593
3.131e-07,0.0387422,-1.57054e+06,7.01207,1.17149
3.132e-07,0.0385855,-1.56696e+06,6.98012,1.20697
3.133e-07,0.0384292,-1.56332e+06,6.94779,1.24238
3.134e-07,0.0382732,-1.55964e+06,6.91509,1.27769
3.135e-07,0.0381176,-1.55591e+06,6.88204,1.31293
3.136e-07,0.0379624,-1.55213e+06,6.84863,1.34808
3.137e-07,0.0378076,-1.5483e+06,6.81486,1.38314
3.138e-07,0.0376532,-1.54442e+06,6.78074,1.41812
3.139e-07,0.0374991,-1.54049e+06,6.74628,1.45301
3.14e-07,0.0373455,-1.53651e+06,6.71148,1.48781
3.141e-07,0.0371922,-1.53248e+06,6.67634,1.52252
3.142e-07,0.0370394,-1.5284e+06,6.64087,1.55713
3.143e-07,0.0368869,-1.52428e+06,6.60508,1.59166
3.144e-07,0.0367349,-1.52011e+06,6.56896,1.62609
3.145e-07,0.0365833,-1.51588e+06,6.53252,1.66042
3.146e-07,0.0364322,-1.51161e+06,6.49577,1.69466
3.147e-07,0.0362814,-1.5073e+06,6.45871,1.72881
3.148e-07,0.0361312,-1.50293e+06,6.42135,1.76285
3.149e-07,0.0359813,-1.49852e+06,6.38369,1.79679
3.15e-07,0.0358319,-1.49405e+06,6.34573,1.83064
3.151e-07,0.0356829,-1.48955e+06,6.30748,1.86438
3.152e-07,0.0355344,-1.48499e+06,6.26895,1.89802
3.153e-07,0.0353864,-1.48039e+06,6.23014,1.93156
3.154e-07,0.0352388,-1.47573e+06,6.19106,1.96499
3.155e-07,0.0350917,-1.47104e+06,6.1517,1.99832
3.156e-07,0.0349451,-1.46629e+06,6.11208,2.03154
3.157e-07,0.0347989,-1.4615e+06,6.0722,2.07623
3.158e-07,0.0346533,-1.45666e+06,6.03207,2.12243
3.159e-07,0.0345081,-1.45178e+06,5.99169,2.16848
3.16e-07,0.0343634,-1.44685e+06,5.95106,2.21438
3.161e-07,0.0342192,-1.44187e+06,5.91019,2.26011
3.162e-07,0.0340755,-1.43685e+06,5.86909,2.30569
3.163e-07,0.0339324,-1.43178e+06,5.82776,2.35111
3.164e-07,0.0337897,-1.42667e+06,5.7862,2.39637
3.165e-07,0.0336476,-1.42151e+06,5.74443,2.44147
3.166e-07,0.0335059,-1.4163e+06,5.70245,2.4864
3.167e-07,0.0333648,-1.41105e+06,5.66025,2.53117
3.168e-07,0.0332242,-1.40576e+06,5.61786,2.57576
3.169e-07,0.0330842,-1.40042e+06,5.57527,2.6202
3.17e-07,0.0329447,-1.39504e+06,5.53248,2.66446
3.171e-07,0.0328057,-1.38961e+06,5.48951,2.70855
3.172e-07,0.0326673,-1.38414e+06,5.44636,2.75246
3.173e-07,0.0325295,-1.37862e+06,5.40304,2.79621
3.174e-07,0.0323922,-1.37306e+06,5.35954,2.83978
3.175e-07,0.0322554,-1.36746e+06,5.31588,2.88317
3.176e-07,0.0321192,-1.36181e+06,5.27207,2.92638
3.177e-07,0.0319836,-1.35612e+06,5.2281,2.96941
3.178e-07,0.0318486,-1.35038e+06,5.18398,3.01227
3.179e-07,0.0317141,-1.34461e+06,5.13972,3.05494
3.18e-07,0.0315802,-1.33879e+06,5.09533,3.09742
3.181e-07,0.0314469,-1.33293e+06,5.0508,3.13973
3.182e-07,0.0313142,-1.32702e+06,5.00615,3.18184
3.183e-07,0.0311821,-1.32107e+06,4.96138,3.22377
3.184e-07,0.0310506,-1.31508e+06,4.9165,3.26551
3.185e-07,0.0309197,-1.30905e+06,4.87151,3.30706
3.186e-07,0.0307894,-1.30298e+06,4.82642,3.34841
3.187e-07,0.0306597,-1.29687e+06,4.78123,3.38958
3.188e-07,0.0305307,-1.29071e+06,4.73595,3.43055
3.189e-07,0.0304022,-1.28452e+06,4.69059,3.47132
3.19e-07,0.0302744,-1.27828e+06,4.64515,3.5119
3.191e-07,0.0301472,-1.272e+06,4.59963,3.55228
3.192e-07,0.0300206,-1.26568e+06,4.55405,3.59246
3.193e-07,0.0298947,-1.25932e+06,4.50841,3.63627
3.194e-07,0.0297694,-1.25293e+06,4.46271,3.68741
3.195e-07,0.0296447,-1.24649e+06,4.41696,3.73829
3.196e-07,0.0295207,-1.24001e+06,4.37117,3.78891
3.197e-07,0.0293974,-1.23349e+06,4.32534,3.83926
3.198e-07,0.0292747,-1.22693e+06,4.27948,3.88935
3.199e-07,0.0291527,-1.22034e+06,4.23359,3.93917
3.2e-07,0.0290313,-1.2137e+06,4.18768,3.98872
3.201e-07,0.0289106,-1.20703e+06,4.14175,4.038
3.202e-07,0.0287906,-1.20032e+06,4.09582,4.087
3.203e-07,0.0286712,-1.19357e+06,4.04988,4.13573
3.204e-07,0.0285525,-1.18678e+06,4.00395,4.18419
3.205e-07,0.0284345,-1.17995e+06,3.95802,4.23237
3.206e-07,0.0283172,-1.17309e+06,3.91211,4.28027
3.207e-07,0.0282006,-1.16619e+06,3.86622,4.32789
3.208e-07,0.0280847,-1.15925e+06,3.82035,4.37523
3.209e-07,0.0279694,-1.15228e+06,3.77452,4.42229
3.21e-07,0.0278549,-1.14526e+06,3.72872,4.46906
3.211e-07,0.0277411,-1.13822e+06,3.68297,4.51554
3.212e-07,0.027628,-1.13113e+06,3.63727,4.56174
3.213e-07,0.0275156,-1.12401e+06,3.59162,4.60765
3.214e-07,0.0274039,-1.11686e+06,3.54604,4.65327
3.215e-07,0.0272929,-1.10967e+06,3.50052,4.69859
3.216e-07,0.0271827,-1.10244e+06,3.45507,4.74362
3.217e-07,0.0270732,-1.09518e+06,3.4097,4.78836
3.218e-07,0.0269644,-1.08788e+06,3.36442,4.8328
3.219e-07,0.0268563,-1.08055e+06,3.31923,4.87694
3.22e-07,0.026749,-1.07318e+06,3.27413,4.92079
3.221e-07,0.0266424,-1.06578e+06,3.22913,4.96433
3.222e-07,0.0265366,-1.05835e+06,3.18424,5.00757
3.223e-07,0.0264315,-1.05088e+06,3.13947,5.05051
3.224e-07,0.0263272,-1.04338e+06,3.09481,5.09314
3.225e-07,0.0262236,-1.03585e+06,3.05028,5.13547
3.226e-07,0.0261208,-1.02828e+06,3.00587,5.17749
3.227e-07,0.0260187,-1.02068e+06,2.96161,5.2192
3.228e-07,0.0259174,-1.01305e+06,2.91748,5.2606
3.229e-07,0.0258168,-1.00538e+06,2.8735,5.30169
3.23e-07,0.0257171,-997686,2.82967,5.34246
3.231e-07,0.0256181,-989958,2.78601,5.38293
3.232e-07,0.0255199,-982198,2.7425,5.42307
3.233e-07,0.0254224,-974407,2.69916,5.46291
3.234e-07,0.0253258,-966585,2.656,5.50242
3.235e-07,0.0252299,-958732,2.61302,5.54161
3.236e-07,0.0251348,-950849,2.57023,5.58049
3.237e-07,0.0250405,-942935,2.52762,5.61904
3.238e-07,0.024947,-934991,2.48521,5.65783
3.239e-07,0.0248543,-927018,2.44301,5.70416
3.24e-07,0.0247624,-919015,2.40101,5.75009
3.241e-07,0.0246713,-910983,2.35922,5.79562
3.242e-07,0.024581,-902922,2.31766,5.84075
3.243e-07,0.0244915,-894832,2.27631,5.88548
3.244e-07,0.0244029,-886714,2.23519,5.92981
3.245e-07,0.024315,-878567,2.19431,5.97373
3.246e-07,0.024228,-870393,2.15367,6.01725
3.247e-07,0.0241418,-862190,2.11327,6.06035
3.248e-07,0.0240564,-853961,2.07312,6.10305
3.249e-07,0.0239718,-845704,2.03322,6.14534
3.25e-07,0.023888,-837420,1.99359,6.18722
3.251e-07,0.0238051,-829110,1.95422,6.22868
3.252e-07,0.0237231,-820773,1.91511,6.26973
3.253e-07,0.0236418,-812410,1.87629,6.31037
3.254e-07,0.0235614,-804021,1.83774,6.35059
3.255e-07,0.0234819,-795607,1.79947,6.39039
3.256e-07,0.0234031,-787167,1.7615,6.42977
3.257e-07,0.0233253,-778702,1.72382,6.46873
3.258e-07,0.0232482,-770213,1.68644,6.50727
3.259e-07,0.0231721,-761699,1.64936,6.54538
3.26e-07,0.0230968,-753161,1.61259,6.58307
3.261e-07,0.0230223,-744598,1.57613,6.62034
3.262e-07,0.0229487,-736012,1.53999,6.65718
3.263e-07,0.022876,-727403,1.50418,6.69359
3.264e-07,0.0228041,-718770,1.46869,6.72957
3.265e-07,0.0227331,-710115,1.43353,6.76512
3.266e-07,0.0226629,-701437,1.3987,6.80024
3.267e-07,0.0225936,-692737,1.36422,6.83493
3.268e-07,0.0225252,-684014,1.33008,6.86918
3.269e-07,0.0224577,-675270,1.29629,6.903
3.27e-07,0.0223911,-666505,1.26286,6.93639
3.271e-07,0.0223253,-657718,1.22978,6.96934
3.272e-07,0.0222604,-648910,1.19706,7.00185
3.273e-07,0.0221964,-640082,1.16471,7.03392
3.274e-07,0.0221333,-631233,1.13273,7.06555
3.275e-07,0.022071,-622364,1.10113,7.09674
3.276e-07,0.0220097,-613475,1.0699,7.12749
3.277e-07,0.0219492,-604567,1.03905,7.15779
3.278e-07,0.0218897,-595640,1.00859,7.18766
3.279e-07,0.021831,-586693,0.978522,7.21707
3.28e-07,0.0217732,-577728,0.948845,7.24605
3.281e-07,0.0217164,-568745,0.919566,7.27457
3.282e-07,0.0216604,-559743,0.890689,7.30265
3.283e-07,0.0216053,-550724,0.862216,7.33028
3.284e-07,0.0215511,-541687,0.834151,7.35746
3.285e-07,0.0214979,-532633,0.806499,7.38419
3.286e-07,0.0214455,-523561,0.779263,7.41047
3.287e-07,0.0213941,-514474,0.752445,7.43629
3.288e-07,0.0213435,-505370,0.72605,7.46167
3.289e-07,0.0212939,-496249,0.700081,7.48659
3.29e-07,0.0212452,-487113,0.674541,7.51106
3.291e-07,0.0211974,-477962,0.649434,7.53507
3.292e-07,0.0211505,-468795,0.624762,7.55862
3.293e-07,0.0211046,-459613,0.600529,7.58172
3.294e-07,0.0210595,-450417,0.576738,7.60437
3.295e-07,0.0210154,-441206,0.553391,7.62655
3.296e-07,0.0209722,-431982,0.530493,7.64828
3.297e-07,0.0209299,-422743,0.508045,7.66954
3.298e-07,0.0208886,-413492,0.486051,7.69035
3.299e-07,0.0208482,-404227,0.464513,7.71069
3.3e-07,0.0208087,-394949,0.443435,7.73058
3.301e-07,0.0207701,-385658,0.422818,7.75
3.302e-07,0.0207325,-376355,0.402666,7.76896
3.303e-07,0.0206958,-367041,0.382981,7.78746
3.304e-07,0.02066,-357714,0.363765,7.80549
3.305e-07,0.0206251,-348377,0.345022,7.82306
3.306e-07,0.0205912,-339028,0.326753,7.84016
3.307e-07,0.0205583,-329668,0.30896,7.8568
3.308e-07,0.0205262,-320298,0.291646,7.87297
3.309e-07,0.0204952,-310918,0.274814,7.88867
3.31e-07,0.020465,-301527,0.258465,7.90391
3.311e-07,0.0204358,-292128,0.242601,7.91868
3.312e-07,0.0204075,-282718,0.227225,7.93299
3.313e-07,0.0203802,-273300,0.212338,7.94682
3.314e-07,0.0203538,-263873,0.197943,7.96018
3.315e-07,0.0203284,-254438,0.18404,7.97308
3.316e-07,0.0203039,-244995,0.170633,7.98551
3.317e-07,0.0202803,-235544,0.157722,7.99746
3.318e-07,0.0202577,-226085,0.145309,8.00895
3.319e-07,0.020236,-216619,0.133396,8.01996
3.32e-07,0.0202153,-207147,0.121984,8.03051
3.321e-07,0.0201956,-197667,0.111076,8.04058
3.322e-07,0.0201767,-188182,0.100671,8.05018
3.323e-07,0.0201589,-178690,0.0907716,8.05931
3.324e-07,0.0201419,-169193,0.0813791,8.06796
3.325e-07,0.020126,-159690,0.0724946,8.07615
3.326e-07,0.020111,-150183,0.0641191,8.08386
3.327e-07,0.0200969,-140670,0.0562538,8.09109
3.328e-07,0.0200838,-131153,0.0488996,8.09786
3.329e-07,0.0200716,-121632,0.0420575,8.10415
3.33e-07,0.0200604,-112107,0.0357283,8.10996
3.331e-07,0.0200501,-102578,0.0299129,8.1153
3.332e-07,0.0200408,-93046.4,0.024612,8.12017
3.333e-07,0.0200325,-83511.6,0.0198263,8.12456
3.334e-07,0.0200251,-73974.1,0.0155564,8.12848
3.335e-07,0.0200186,-64434.2,0.0118027,8.13192
3.336e-07,0.0200132,-54892.4,0.00856589,8.13489
3.337e-07,0.0200086,-45348.7,0.00584627,8.13739
3.338e-07,0.020005,-35803.6,0.00364421,8.13941
3.339e-07,0.0200024,-26257.4,0.00195999,8.14095
3.34e-07,0.0200007,-16710.4,0.000793818,8.14202
3.341e-07,0.02,-7162.79,0.000145852,8.14261
3.342e-07,0.0200003,2385.02,1.61709e-05,8.14273
3.343e-07,0.0200015,11932.8,0.000404791,8.14238
3.344e-07,0.0200036,21480.1,0.00131166,8.14155
3.345e-07,0.0200067,31026.8,0.00273667,8.14024
3.346e-07,0.0200108,40572.5,0.00467963,8.13846
3.347e-07,0.0200158,50116.9,0.0071403,8.1362
3.348e-07,0.0200217,59659.7,0.0101184,8.13347
3.349e-07,0.0200287,69200.6,0.0136134,8.13026
3.35e-07,0.0200365,78739.3,0.0176251,8.12658
3.351e-07,0.0200454,88275.5,0.0221528,8.12243
3.352e-07,0.0200551,97808.9,0.027196,8.1178
3.353e-07,0.0200659,107339,0.032754,8.11269
3.354e-07,0.0200776,116866,0.0388262,8.10711
3.355e-07,0.0200902,126389,0.0454117,8.10106
3.356e-07,0.0201038,135908,0.0525098,8.09454
3.357e-07,0.0201183,145423,0.0601194,8.08754
3.358e-07,0.0201338,154933,0.0682397,8.08006
3.359e-07,0.0201503,164438,0.0768697,8.07212
3.36e-07,0.0201677,173938,0.0860081,8.0637
3.361e-07,0.020186,183433,0.0956539,8.05481
3.362e-07,0.0202053,192921,0.105806,8.04544
3.363e-07,0.0202255,202404,0.116463,8.03561
3.364e-07,0.0202467,211880,0.127623,8.0253
3.365e-07,0.0202689,221349,0.139285,8.01452
3.366e-07,0.020292,230812,0.151448,8.00327
3.367e-07,0.020316,240266,0.16411,7.99155
3.368e-07,0.020341,249714,0.177269,7.97936
3.369e-07,0.0203669,259153,0.190924,7.9667
3.37e-07,0.0203937,268584,0.205073,7.95357
3.371e-07,0.0204215,278007,0.219715,7.93997
3.372e-07,0.0204503,287420,0.234846,7.9259
3.373e-07,0.02048,296825,0.250466,7.91136
3.374e-07,0.0205106,306220,0.266572,7.89636
3.375e-07,0.0205421,315605,0.283163,7.88089
3.376e-07,0.0205746,324980,0.300236,7.86495
3.377e-07,0.0206081,334345,0.317789,7.84854
3.378e-07,0.0206424,343700,0.33582,7.83167
3.379e-07,0.0206777,353043,0.354327,7.81434
3.38e-07,0.020714,362375,0.373306,7.79654
3.381e-07,0.0207511,371696,0.392757,7.77827
3.382e-07,0.0207892,381005,0.412676,7.75955
3.383e-07,0.0208283,390301,0.43306,7.74035
3.384e-07,0.0208682,399585,0.453908,7.7207
3.385e-07,0.0209091,408857,0.475216,7.70059
3.386e-07,0.0209509,418115,0.496982,7.68001
3.387e-07,0.0209937,427361,0.519203,7.65897
3.388e-07,0.0210373,436592,0.541877,7.63748
3.389e-07,0.0210819,445810,0.564999,7.61552
3.39e-07,0.0211274,455013,0.588568,7.59311
3.391e-07,0.0211738,464202,0.612581,7.57024
3.392e-07,0.0212212,473377,0.637033,7.54691
3.393e-07,0.0212694,482536,0.661923,7.52313
3.394e-07,0.0213186,491680,0.687247,7.49889
3.395e-07,0.0213687,500808,0.713002,7.4742
3.396e-07,0.0214197,509920,0.739184,7.44905
3.397e-07,0.0214716,519016,0.76579,7.42345
3.398e-07,0.0215244,528095,0.792818,7.39739
3.399e-07,0.0215781,537158,0.820262,7.37089
3.4e-07,0.0216327,546204,0.848121,7.34393
3.401e-07,0.0216882,555232,0.87639,7.31653
3.402e-07,0.0217447,564242,0.905065,7.28868
3.403e-07,0.021802,573235,0.934144,7.26038
3.404e-07,0.0218602,582209,0.963622,7.23163
3.405e-07,0.0219193,591165,0.993496,7.20243
3.406e-07,0.0219793,600102,1.02376,7.17279
3.407e-07,0.0220402,609020,1.05442,7.14271
3.408e-07,0.022102,617918,1.08545,7.11218
3.409e-07,0.0221647,626797,1.11687,7.08121
3.41e-07,0.0222283,635656,1.14866,7.0498
3.411e-07,0.0222927,644495,1.18083,7.01795
3.412e-07,0.022358,653313,1.21336,6.98566
3.413e-07,0.0224243,662110,1.24626,6.95293
3.414e-07,0.0224913,670887,1.27952,6.91976
3.415e-07,0.0225593,679642,1.31313,6.88616
3.416e-07,0.0226281,688375,1.3471,6.85213
3.417e-07,0.0226979,697086,1.38141,6.81765
3.418e-07,0.0227684,705775,1.41606,6.78275
3.419e-07,0.0228399,714442,1.45105,6.74741
3.42e-07,0.0229122,723086,1.48638,6.71165
3.421e-07,0.0229854,731707,1.52203,6.67545
3.422e-07,0.0230594,740305,1.55801,6.63883
3.423e-07,0.0231343,748879,1.59431,6.60177
3.424e-07,0.02321,757429,1.63092,6.5643
3.425e-07,0.0232866,765955,1.66784,6.52639
3.426e-07,0.0233641,774457,1.70507,6.48807
3.427e-07,0.0234424,782934,1.74261,6.44932
3.428e-07,0.0235215,791387,1.78043,6.41015
3.429e-07,0.0236015,799814,1.81855,6.37056
3.43e-07,0.0236823,808215,1.85696,6.33055
3.431e-07,0.023764,816591,1.89565,6.29012
3.432e-07,0.0238465,824941,1.93461,6.24928
3.433e-07,0.0239298,833265,1.97385,6.20802
3.434e-07,0.0240139,841562,2.01336,6.16635
3.435e-07,0.0240989,849832,2.05312,6.12427
3.436e-07,0.0241847,858076,2.09315,6.08177
3.437e-07,0.0242714,866292,2.13342,6.03887
3.438e-07,0.0243588,874480,2.17394,5.99556
3.439e-07,0.0244471,882641,2.21471,5.95184
3.44e-07,0.0245361,890773,2.25571,5.90771
3.441e-07,0.024626,898877,2.29694,5.86319
3.442e-07,0.0247167,906953,2.3384,5.81826
3.443e-07,0.0248082,914999,2.38007,5.77292
3.444e-07,0.0249005,923017,2.42197,5.72719
3.445e-07,0.0249936,931005,2.46407,5.68106
3.446e-07,0.0250875,938964,2.50638,5.63821
3.447e-07,0.0251822,946892,2.54888,5.59982
3.448e-07,0.0252777,954791,2.59158,5.5611
3.449e-07,0.025374,962659,2.63447,5.52207
3.45e-07,0.025471,970497,2.67754,5.48272
3.451e-07,0.0255688,978303,2.72079,5.44305
3.452e-07,0.0256674,986079,2.76421,5.40306
3.453e-07,0.0257668,993823,2.8078,5.36275
3.454e-07,0.025867,1.00154e+06,2.85155,5.32213
3.455e-07,0.0259679,1.00922e+06,2.89545,5.2812
3.456e-07,0.0260696,1.01686e+06,2.93951,5.23995
3.457e-07,0.026172,1.02448e+06,2.9837,5.1984
3.458e-07,0.0262752,1.03206e+06,3.02804,5.15653
3.459e-07,0.0263792,1.03961e+06,3.07251,5.11436
3.46e-07,0.0264839,1.04713e+06,3.11711,5.07188
3.461e-07,0.0265894,1.05462e+06,3.16182,5.0291
3.462e-07,0.0266956,1.06207e+06,3.20666,4.98601
3.463e-07,0.0268025,1.06948e+06,3.2516,4.94261
3.464e-07,0.0269102,1.07687e+06,3.29665,4.89892
3.465e-07,0.0270186,1.08422e+06,3.34179,4.85493
3.466e-07,0.0271278,1.09153e+06,3.38703,4.81064
3.467e-07,0.0272377,1.09881e+06,3.43236,4.76605
3.468e-07,0.0273483,1.10605e+06,3.47777,4.72116
3.469e-07,0.0274596,1.11326e+06,3.52325,4.67598
3.47e-07,0.0275717,1.12044e+06,3.5688,4.63051
3.471e-07,0.0276844,1.12757e+06,3.61442,4.58475
3.472e-07,0.0277979,1.13468e+06,3.6601,4.5387
3.473e-07,0.0279121,1.14174e+06,3.70582,4.49236
3.474e-07,0.0280269,1.14877e+06,3.7516,4.44573
3.475e-07,0.0281425,1.15577e+06,3.79741,4.39881
3.476e-07,0.0282588,1.16272e+06,3.84326,4.35162
3.477e-07,0.0283757,1.16964e+06,3.88914,4.30414
3.478e-07,0.0284934,1.17652e+06,3.93504,4.25638
