ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
8972,1.7946e-06,214.647,68921,8e+08,-1.03866e-18,-1.03866e-18,-1.04097e-18,1.8125e-12,9261,1e+08,1.51571e-17,1.51571e-17,1.51571e-17,1.72055e-11,5.7928e-11,7.6946e-11
8973,1.7948e-06,214.671,68921,8e+08,-1.07155e-18,-1.07155e-18,-1.07403e-18,1.81289e-12,9261,1e+08,1.51442e-17,1.51442e-17,1.51442e-17,1.71994e-11,5.79336e-11,7.69459e-11
8974,1.795e-06,214.694,68921,8e+08,-1.12775e-18,-1.12775e-18,-1.12982e-18,1.81329e-12,9261,1e+08,1.51314e-17,1.51314e-17,1.51314e-17,1.71933e-11,5.79392e-11,7.69458e-11
8975,1.7952e-06,214.718,68921,8e+08,-1.11415e-18,-1.11415e-18,-1.11662e-18,1.81368e-12,9261,1e+08,1.51185e-17,1.51185e-17,1.51185e-17,1.71872e-11,5.79448e-11,7.69457e-11
8976,1.7954e-06,214.741,68921,8e+08,-1.10164e-18,-1.10164e-18,-1.10599e-18,1.81408e-12,9261,1e+08,1.51055e-17,1.51055e-17,1.51055e-17,1.7181e-11,5.79505e-11,7.69456e-11
8977,1.7956e-06,214.765,68921,8e+08,-1.10193e-18,-1.10193e-18,-1.10535e-18,1.81447e-12,9261,1e+08,1.50926e-17,1.50926e-17,1.50926e-17,1.71748e-11,5.79562e-11,7.69454e-11
8978,1.7958e-06,214.789,68921,8e+08,-1.1362e-18,-1.1362e-18,-1.13991e-18,1.81487e-12,9261,1e+08,1.50796e-17,1.50796e-17,1.50796e-17,1.71686e-11,5.79619e-11,7.69453e-11
8979,1.796e-06,214.812,68921,8e+08,-1.16217e-18,-1.16217e-18,-1.16488e-18,1.81526e-12,9261,1e+08,1.50665e-17,1.50665e-17,1.50665e-17,1.71624e-11,5.79676e-11,7.69453e-11
8980,1.7962e-06,214.835,68921,8e+08,-1.14836e-18,-1.14836e-18,-1.15086e-18,1.81566e-12,9261,1e+08,1.50535e-17,1.50535e-17,1.50535e-17,1.71561e-11,5.79734e-11,7.69452e-11
8981,1.7964e-06,214.859,68921,8e+08,-1.1577e-18,-1.1577e-18,-1.15992e-18,1.81605e-12,9261,1e+08,1.50404e-17,1.50404e-17,1.50404e-17,1.71498e-11,5.79792e-11,7.69451e-11
8982,1.7966e-06,214.887,68921,8e+08,-1.13956e-18,-1.13956e-18,-1.14171e-18,1.81645e-12,9261,1e+08,1.50272e-17,1.50272e-17,1.50272e-17,1.71435e-11,5.79851e-11,7.6945e-11
8983,1.7968e-06,214.913,68921,8e+08,-1.13805e-18,-1.13805e-18,-1.13904e-18,1.81684e-12,9261,1e+08,1.5014e-17,1.5014e-17,1.5014e-17,1.71372e-11,5.79909e-11,7.69449e-11
8984,1.797e-06,214.937,68921,8e+08,-1.15565e-18,-1.15565e-18,-1.15526e-18,1.81724e-12,9261,1e+08,1.50008e-17,1.50008e-17,1.50008e-17,1.71308e-11,5.79967e-11,7.69448e-11
8985,1.7972e-06,214.96,68921,8e+08,-1.14907e-18,-1.14907e-18,-1.14907e-18,1.81764e-12,9261,1e+08,1.49876e-17,1.49876e-17,1.49876e-17,1.71244e-11,5.80026e-11,7.69446e-11
8986,1.7974e-06,214.984,68921,8e+08,-1.13451e-18,-1.13451e-18,-1.13384e-18,1.81803e-12,9261,1e+08,1.49743e-17,1.49743e-17,1.49743e-17,1.7118e-11,5.80084e-11,7.69445e-11
8987,1.7976e-06,215.007,68921,8e+08,-1.11729e-18,-1.11729e-18,-1.11665e-18,1.81843e-12,9261,1e+08,1.4961e-17,1.4961e-17,1.4961e-17,1.71116e-11,5.80143e-11,7.69443e-11
8988,1.7978e-06,215.03,68921,8e+08,-1.11233e-18,-1.11233e-18,-1.11416e-18,1.81882e-12,9261,1e+08,1.49187e-17,1.49187e-17,1.49187e-17,1.71051e-11,5.80203e-11,7.69442e-11
8989,1.798e-06,215.055,68921,8e+08,-1.09854e-18,-1.09854e-18,-1.10098e-18,1.81922e-12,9261,1e+08,1.48811e-17,1.48811e-17,1.48811e-17,1.70987e-11,5.80262e-11,7.69441e-11
8990,1.7982e-06,215.078,68921,8e+08,-1.09823e-18,-1.09823e-18,-1.09921e-18,1.81962e-12,9261,1e+08,1.48677e-17,1.48677e-17,1.48677e-17,1.70922e-11,5.80322e-11,7.6944e-11
8991,1.7984e-06,215.103,68921,8e+08,-1.09495e-18,-1.09495e-18,-1.09643e-18,1.82001e-12,9261,1e+08,1.48542e-17,1.48542e-17,1.48542e-17,1.70856e-11,5.80382e-11,7.69438e-11
8992,1.7986e-06,215.126,68921,8e+08,-1.07338e-18,-1.07338e-18,-1.0754e-18,1.82041e-12,9261,1e+08,1.48407e-17,1.48407e-17,1.48407e-17,1.70791e-11,5.80442e-11,7.69437e-11
8993,1.7988e-06,215.15,68921,8e+08,-1.06099e-18,-1.06099e-18,-1.06325e-18,1.8208e-12,9261,1e+08,1.48272e-17,1.48272e-17,1.48272e-17,1.70725e-11,5.80502e-11,7.69435e-11
8994,1.799e-06,215.173,68921,8e+08,-1.0517e-18,-1.0517e-18,-1.0529e-18,1.8212e-12,9261,1e+08,1.48136e-17,1.48136e-17,1.48136e-17,1.7066e-11,5.80561e-11,7.69433e-11
8995,1.7992e-06,215.196,68921,8e+08,-1.06062e-18,-1.06062e-18,-1.06214e-18,1.8216e-12,9261,1e+08,1.48e-17,1.48e-17,1.48e-17,1.70593e-11,5.80621e-11,7.6943e-11
8996,1.7994e-06,215.22,68921,8e+08,-1.04889e-18,-1.04889e-18,-1.05089e-18,1.82199e-12,9261,1e+08,1.47864e-17,1.47864e-17,1.47864e-17,1.70527e-11,5.8068e-11,7.69428e-11
8997,1.7996e-06,215.244,68921,8e+08,-1.05966e-18,-1.05966e-18,-1.06078e-18,1.82239e-12,9261,1e+08,1.47728e-17,1.47728e-17,1.47728e-17,1.70461e-11,5.8074e-11,7.69425e-11
8998,1.7998e-06,215.267,68921,8e+08,-1.04094e-18,-1.04094e-18,-1.04205e-18,1.82278e-12,9261,1e+08,1.47591e-17,1.47591e-17,1.47591e-17,1.70394e-11,5.80801e-11,7.69422e-11
8999,1.8e-06,215.291,68921,8e+08,-1.02801e-18,-1.02801e-18,-1.03023e-18,1.82318e-12,9261,1e+08,1.47453e-17,1.47453e-17,1.47453e-17,1.70327e-11,5.80861e-11,7.6942e-11
9000,1.8002e-06,215.315,68921,8e+08,-1.02705e-18,-1.02705e-18,-1.0304e-18,1.82358e-12,9261,1e+08,1.47103e-17,1.47103e-17,1.47103e-17,1.7026e-11,5.80921e-11,7.69417e-11
9001,1.8004e-06,215.404,68921,8e+08,-1.01544e-18,-1.01544e-18,-1.01815e-18,1.82397e-12,9261,1e+08,1.46965e-17,1.46965e-17,1.46965e-17,1.70193e-11,5.80981e-11,7.69414e-11
9002,1.8006e-06,215.426,68921,8e+08,-1.00157e-18,-1.00157e-18,-1.00542e-18,1.82437e-12,9261,1e+08,1.46826e-17,1.46826e-17,1.46826e-17,1.70126e-11,5.81041e-11,7.69411e-11
9003,1.8008e-06,215.45,68921,8e+08,-1.01145e-18,-1.01145e-18,-1.01568e-18,1.82477e-12,9261,1e+08,1.46688e-17,1.46688e-17,1.46688e-17,1.70059e-11,5.81102e-11,7.69408e-11
9004,1.801e-06,215.473,68921,8e+08,-9.99859e-19,-9.99859e-19,-1.00404e-18,1.82516e-12,9261,1e+08,1.46549e-17,1.46549e-17,1.46549e-17,1.69991e-11,5.81162e-11,7.69405e-11
9005,1.8012e-06,215.497,68921,8e+08,-9.88348e-19,-9.88348e-19,-9.92683e-19,1.82556e-12,9261,1e+08,1.46345e-17,1.46345e-17,1.46345e-17,1.69924e-11,5.81222e-11,7.69401e-11
9006,1.8014e-06,215.521,68921,8e+08,-9.89764e-19,-9.89764e-19,-9.93964e-19,1.82596e-12,9261,1e+08,1.46206e-17,1.46206e-17,1.46206e-17,1.69856e-11,5.81281e-11,7.69397e-11
9007,1.8016e-06,215.544,68921,8e+08,-9.90934e-19,-9.90934e-19,-9.95018e-19,1.82636e-12,9261,1e+08,1.46066e-17,1.46066e-17,1.46066e-17,1.69789e-11,5.81341e-11,7.69393e-11
9008,1.8018e-06,215.567,68921,8e+08,-9.88138e-19,-9.88138e-19,-9.92964e-19,1.82675e-12,9261,1e+08,1.45925e-17,1.45925e-17,1.45925e-17,1.69721e-11,5.81402e-11,7.69391e-11
9009,1.802e-06,215.59,68921,8e+08,-1.01637e-18,-1.01637e-18,-1.02052e-18,1.82715e-12,9261,1e+08,1.45785e-17,1.45785e-17,1.45785e-17,1.69653e-11,5.81465e-11,7.6939e-11
9010,1.8022e-06,215.614,68921,8e+08,-1.01921e-18,-1.01921e-18,-1.02265e-18,1.82755e-12,9261,1e+08,1.45644e-17,1.45644e-17,1.45644e-17,1.69585e-11,5.81529e-11,7.69389e-11
9011,1.8024e-06,215.638,68921,8e+08,-1.00455e-18,-1.00455e-18,-1.00896e-18,1.82794e-12,9261,1e+08,1.45853e-17,1.45853e-17,1.45853e-17,1.69517e-11,5.8159e-11,7.69386e-11
9012,1.8026e-06,215.661,68921,8e+08,-9.9699e-19,-9.9699e-19,-1.00164e-18,1.82834e-12,9261,1e+08,1.45711e-17,1.45711e-17,1.45711e-17,1.69451e-11,5.81651e-11,7.69386e-11
9013,1.8028e-06,215.684,68921,8e+08,-9.853e-19,-9.853e-19,-9.90607e-19,1.82874e-12,9261,1e+08,1.45569e-17,1.45569e-17,1.45569e-17,1.69384e-11,5.81713e-11,7.69385e-11
9014,1.803e-06,215.707,68921,8e+08,-9.85866e-19,-9.85866e-19,-9.90424e-19,1.82914e-12,9261,1e+08,1.45426e-17,1.45426e-17,1.45426e-17,1.69318e-11,5.81776e-11,7.69385e-11
9015,1.8032e-06,215.73,68921,8e+08,-9.87147e-19,-9.87147e-19,-9.91306e-19,1.82953e-12,9261,1e+08,1.45284e-17,1.45284e-17,1.45284e-17,1.69251e-11,5.81838e-11,7.69385e-11
9016,1.8034e-06,215.754,68921,8e+08,-9.73247e-19,-9.73247e-19,-9.76889e-19,1.82993e-12,9261,1e+08,1.45141e-17,1.45141e-17,1.45141e-17,1.69184e-11,5.81901e-11,7.69385e-11
9017,1.8036e-06,215.779,68921,8e+08,-9.65941e-19,-9.65941e-19,-9.70029e-19,1.83033e-12,9261,1e+08,1.44997e-17,1.44997e-17,1.44997e-17,1.69117e-11,5.81964e-11,7.69384e-11
9018,1.8038e-06,215.806,68921,8e+08,-9.84865e-19,-9.84865e-19,-9.89588e-19,1.83073e-12,9261,1e+08,1.44853e-17,1.44853e-17,1.44853e-17,1.6905e-11,5.82027e-11,7.69384e-11
9019,1.804e-06,215.834,68921,8e+08,-9.85216e-19,-9.85216e-19,-9.87735e-19,1.83112e-12,9261,1e+08,1.44709e-17,1.44709e-17,1.44709e-17,1.68982e-11,5.8209e-11,7.69383e-11
9020,1.8042e-06,215.859,68921,8e+08,-9.72869e-19,-9.72869e-19,-9.75011e-19,1.83152e-12,9261,1e+08,1.44565e-17,1.44565e-17,1.44565e-17,1.68914e-11,5.82154e-11,7.69383e-11
9021,1.8044e-06,215.886,68921,8e+08,-9.52381e-19,-9.52381e-19,-9.53329e-19,1.83192e-12,9261,1e+08,1.4442e-17,1.4442e-17,1.4442e-17,1.68847e-11,5.82219e-11,7.69384e-11
9022,1.8046e-06,215.914,68921,8e+08,-9.80527e-19,-9.80527e-19,-9.80882e-19,1.83232e-12,9261,1e+08,1.44275e-17,1.44275e-17,1.44275e-17,1.68779e-11,5.82284e-11,7.69386e-11
9023,1.8048e-06,215.94,68921,8e+08,-9.65311e-19,-9.65311e-19,-9.65352e-19,1.83271e-12,9261,1e+08,1.4413e-17,1.4413e-17,1.4413e-17,1.6871e-11,5.82349e-11,7.69386e-11
9024,1.805e-06,215.968,68921,8e+08,-9.5463e-19,-9.5463e-19,-9.559e-19,1.83311e-12,9261,1e+08,1.43984e-17,1.43984e-17,1.43984e-17,1.68642e-11,5.82414e-11,7.69387e-11
9025,1.8052e-06,215.993,68921,8e+08,-9.44941e-19,-9.44941e-19,-9.46395e-19,1.83351e-12,9261,1e+08,1.43838e-17,1.43838e-17,1.43838e-17,1.68573e-11,5.82479e-11,7.69388e-11
9026,1.8054e-06,216.021,68921,8e+08,-9.33686e-19,-9.33686e-19,-9.35527e-19,1.83391e-12,9261,1e+08,1.43692e-17,1.43692e-17,1.43692e-17,1.68504e-11,5.82545e-11,7.69388e-11
9027,1.8056e-06,216.048,68921,8e+08,-9.33271e-19,-9.33271e-19,-9.34784e-19,1.83431e-12,9261,1e+08,1.43402e-17,1.43402e-17,1.43402e-17,1.68436e-11,5.8261e-11,7.69389e-11
9028,1.8058e-06,216.072,68921,8e+08,-9.61188e-19,-9.61188e-19,-9.6338e-19,1.8347e-12,9261,1e+08,1.43213e-17,1.43213e-17,1.43213e-17,1.68367e-11,5.82675e-11,7.69389e-11
9029,1.806e-06,216.096,68921,8e+08,-9.74024e-19,-9.74024e-19,-9.76245e-19,1.8351e-12,9261,1e+08,1.43066e-17,1.43066e-17,1.43066e-17,1.68299e-11,5.82739e-11,7.69389e-11
9030,1.8062e-06,216.124,68921,8e+08,-9.67724e-19,-9.67724e-19,-9.70162e-19,1.8355e-12,9261,1e+08,1.42918e-17,1.42918e-17,1.42918e-17,1.6823e-11,5.82804e-11,7.69389e-11
9031,1.8064e-06,216.147,68921,8e+08,-9.87371e-19,-9.87371e-19,-9.90262e-19,1.8359e-12,9261,1e+08,1.4277e-17,1.4277e-17,1.4277e-17,1.68162e-11,5.82869e-11,7.6939e-11
9032,1.8066e-06,216.17,68921,8e+08,-9.90322e-19,-9.90322e-19,-9.93257e-19,1.8363e-12,9261,1e+08,1.42622e-17,1.42622e-17,1.42622e-17,1.68093e-11,5.82934e-11,7.6939e-11
9033,1.8068e-06,216.194,68921,8e+08,-9.86755e-19,-9.86755e-19,-9.91386e-19,1.8367e-12,9261,1e+08,1.42473e-17,1.42473e-17,1.42473e-17,1.68024e-11,5.83e-11,7.69391e-11
9034,1.807e-06,216.218,68921,8e+08,-9.67996e-19,-9.67996e-19,-9.72407e-19,1.83709e-12,9261,1e+08,1.42324e-17,1.42324e-17,1.42324e-17,1.67955e-11,5.83065e-11,7.69391e-11
9035,1.8072e-06,216.241,68921,8e+08,-9.72787e-19,-9.72787e-19,-9.74452e-19,1.83749e-12,9261,1e+08,1.42175e-17,1.42175e-17,1.42175e-17,1.67885e-11,5.83131e-11,7.69391e-11
9036,1.8074e-06,216.265,68921,8e+08,-9.93116e-19,-9.93116e-19,-9.96126e-19,1.83789e-12,9261,1e+08,1.42025e-17,1.42025e-17,1.42025e-17,1.67816e-11,5.83197e-11,7.69392e-11
9037,1.8076e-06,216.29,68921,8e+08,-9.9115e-19,-9.9115e-19,-9.92222e-19,1.83829e-12,9261,1e+08,1.41875e-17,1.41875e-17,1.41875e-17,1.67746e-11,5.83262e-11,7.69392e-11
9038,1.8078e-06,216.313,68921,8e+08,-9.74831e-19,-9.74831e-19,-9.74741e-19,1.83869e-12,9261,1e+08,1.41725e-17,1.41725e-17,1.41725e-17,1.67677e-11,5.83328e-11,7.69392e-11
9039,1.808e-06,216.336,68921,8e+08,-9.71281e-19,-9.71281e-19,-9.70621e-19,1.83909e-12,9261,1e+08,1.41574e-17,1.41574e-17,1.41574e-17,1.67607e-11,5.83394e-11,7.69391e-11
9040,1.8082e-06,216.359,68921,8e+08,-9.52935e-19,-9.52935e-19,-9.52423e-19,1.83949e-12,9261,1e+08,1.41423e-17,1.41423e-17,1.41423e-17,1.67537e-11,5.83459e-11,7.69391e-11
9041,1.8084e-06,216.382,68921,8e+08,-9.38245e-19,-9.38245e-19,-9.37932e-19,1.83989e-12,9261,1e+08,1.41272e-17,1.41272e-17,1.41272e-17,1.67466e-11,5.83525e-11,7.6939e-11
9042,1.8086e-06,216.405,68921,8e+08,-9.26166e-19,-9.26166e-19,-9.26031e-19,1.84029e-12,9261,1e+08,1.41288e-17,1.41288e-17,1.41288e-17,1.67396e-11,5.8359e-11,7.69389e-11
9043,1.8088e-06,216.428,68921,8e+08,-9.36894e-19,-9.36894e-19,-9.37657e-19,1.84068e-12,9261,1e+08,1.41136e-17,1.41136e-17,1.41136e-17,1.67326e-11,5.83655e-11,7.69388e-11
9044,1.809e-06,216.452,68921,8e+08,-9.56118e-19,-9.56118e-19,-9.5674e-19,1.84108e-12,9261,1e+08,1.41125e-17,1.41125e-17,1.41125e-17,1.67257e-11,5.83719e-11,7.69387e-11
9045,1.8092e-06,216.475,68921,8e+08,-9.39003e-19,-9.39003e-19,-9.40751e-19,1.84148e-12,9261,1e+08,1.40972e-17,1.40972e-17,1.40972e-17,1.67188e-11,5.83784e-11,7.69386e-11
9046,1.8094e-06,216.499,68921,8e+08,-9.58193e-19,-9.58193e-19,-9.59567e-19,1.84188e-12,9261,1e+08,1.40819e-17,1.40819e-17,1.40819e-17,1.67118e-11,5.83848e-11,7.69385e-11
9047,1.8096e-06,216.52,68921,8e+08,-9.54299e-19,-9.54299e-19,-9.55683e-19,1.84228e-12,9261,1e+08,1.40666e-17,1.40666e-17,1.40666e-17,1.67049e-11,5.83913e-11,7.69385e-11
9048,1.8098e-06,216.544,68921,8e+08,-9.91323e-19,-9.91323e-19,-9.94312e-19,1.84268e-12,9261,1e+08,1.40498e-17,1.40498e-17,1.40498e-17,1.66979e-11,5.83977e-11,7.69383e-11
9049,1.81e-06,216.567,68921,8e+08,-9.87522e-19,-9.87522e-19,-9.9085e-19,1.84308e-12,9261,1e+08,1.40344e-17,1.40344e-17,1.40344e-17,1.66912e-11,5.84039e-11,7.69381e-11
9050,1.8102e-06,216.591,68921,8e+08,-9.93109e-19,-9.93109e-19,-9.97251e-19,1.84348e-12,9261,1e+08,1.40039e-17,1.40039e-17,1.40039e-17,1.66844e-11,5.84101e-11,7.6938e-11
9051,1.8104e-06,216.612,68921,8e+08,-1.00146e-18,-1.00146e-18,-1.00603e-18,1.84388e-12,9261,1e+08,1.39884e-17,1.39884e-17,1.39884e-17,1.66776e-11,5.84164e-11,7.69379e-11
9052,1.8106e-06,216.632,68921,8e+08,-1.00989e-18,-1.00989e-18,-1.01332e-18,1.84428e-12,9261,1e+08,1.39729e-17,1.39729e-17,1.39729e-17,1.66708e-11,5.84226e-11,7.69378e-11
9053,1.8108e-06,216.652,68921,8e+08,-1.00929e-18,-1.00929e-18,-1.01271e-18,1.84468e-12,9261,1e+08,1.39574e-17,1.39574e-17,1.39574e-17,1.6664e-11,5.84289e-11,7.69376e-11
9054,1.811e-06,216.673,68921,8e+08,-9.95384e-19,-9.95384e-19,-9.9839e-19,1.84508e-12,9261,1e+08,1.39575e-17,1.39575e-17,1.39575e-17,1.66572e-11,5.84351e-11,7.69374e-11
9055,1.8112e-06,216.694,68921,8e+08,-1.00317e-18,-1.00317e-18,-1.00545e-18,1.84548e-12,9261,1e+08,1.39364e-17,1.39364e-17,1.39364e-17,1.66505e-11,5.84412e-11,7.69372e-11
9056,1.8114e-06,216.714,68921,8e+08,-9.90581e-19,-9.90581e-19,-9.93079e-19,1.84588e-12,9261,1e+08,1.39208e-17,1.39208e-17,1.39208e-17,1.66438e-11,5.84473e-11,7.6937e-11
9057,1.8116e-06,216.735,68921,8e+08,-9.82533e-19,-9.82533e-19,-9.86211e-19,1.84628e-12,9261,1e+08,1.39206e-17,1.39206e-17,1.39206e-17,1.66371e-11,5.84534e-11,7.69367e-11
9058,1.8118e-06,216.756,68921,8e+08,-9.95848e-19,-9.95848e-19,-9.98422e-19,1.84668e-12,9261,1e+08,1.39049e-17,1.39049e-17,1.39049e-17,1.66304e-11,5.84594e-11,7.69365e-11
9059,1.812e-06,216.777,68921,8e+08,-9.79758e-19,-9.79758e-19,-9.81516e-19,1.84708e-12,9261,1e+08,1.38892e-17,1.38892e-17,1.38892e-17,1.66238e-11,5.84654e-11,7.69363e-11
9060,1.8122e-06,216.797,68921,8e+08,-9.79216e-19,-9.79216e-19,-9.82321e-19,1.84748e-12,9261,1e+08,1.38734e-17,1.38734e-17,1.38734e-17,1.66171e-11,5.84716e-11,7.69361e-11
9061,1.8124e-06,216.818,68921,8e+08,-9.60418e-19,-9.60418e-19,-9.62149e-19,1.84788e-12,9261,1e+08,1.38576e-17,1.38576e-17,1.38576e-17,1.66104e-11,5.84777e-11,7.6936e-11
9062,1.8126e-06,216.84,68921,8e+08,-9.82712e-19,-9.82712e-19,-9.84248e-19,1.84828e-12,9261,1e+08,1.38453e-17,1.38453e-17,1.38453e-17,1.66037e-11,5.84839e-11,7.69359e-11
9063,1.8128e-06,216.86,68921,8e+08,-9.79126e-19,-9.79126e-19,-9.81129e-19,1.84868e-12,9261,1e+08,1.38294e-17,1.38294e-17,1.38294e-17,1.6597e-11,5.849e-11,7.69357e-11
9064,1.813e-06,216.881,68921,8e+08,-9.72881e-19,-9.72881e-19,-9.74531e-19,1.84908e-12,9261,1e+08,1.38136e-17,1.38136e-17,1.38136e-17,1.65903e-11,5.84962e-11,7.69356e-11
9065,1.8132e-06,216.902,68921,8e+08,-9.82947e-19,-9.82947e-19,-9.84422e-19,1.84948e-12,9261,1e+08,1.37976e-17,1.37976e-17,1.37976e-17,1.65836e-11,5.85023e-11,7.69354e-11
9066,1.8134e-06,216.924,68921,8e+08,-9.97158e-19,-9.97158e-19,-9.99494e-19,1.84988e-12,9261,1e+08,1.3792e-17,1.3792e-17,1.3792e-17,1.65769e-11,5.85084e-11,7.69352e-11
9067,1.8136e-06,216.944,68921,8e+08,-1.01615e-18,-1.01615e-18,-1.01836e-18,1.85028e-12,9261,1e+08,1.3776e-17,1.3776e-17,1.3776e-17,1.65703e-11,5.85145e-11,7.6935e-11
9068,1.8138e-06,216.965,68921,8e+08,-1.01326e-18,-1.01326e-18,-1.01561e-18,1.85068e-12,9261,1e+08,1.376e-17,1.376e-17,1.376e-17,1.65636e-11,5.85205e-11,7.69348e-11
9069,1.814e-06,216.986,68921,8e+08,-9.96197e-19,-9.96197e-19,-9.98349e-19,1.85108e-12,9261,1e+08,1.3744e-17,1.3744e-17,1.3744e-17,1.65569e-11,5.85265e-11,7.69345e-11
9070,1.8142e-06,217.008,68921,8e+08,-9.76339e-19,-9.76339e-19,-9.79307e-19,1.85148e-12,9261,1e+08,1.37279e-17,1.37279e-17,1.37279e-17,1.65502e-11,5.85325e-11,7.69342e-11
9071,1.8144e-06,217.029,68921,8e+08,-9.72745e-19,-9.72745e-19,-9.76985e-19,1.85188e-12,9261,1e+08,1.37118e-17,1.37118e-17,1.37118e-17,1.65435e-11,5.85386e-11,7.6934e-11
9072,1.8146e-06,217.05,68921,8e+08,-9.51887e-19,-9.51887e-19,-9.57792e-19,1.85228e-12,9261,1e+08,1.37043e-17,1.37043e-17,1.37043e-17,1.65368e-11,5.85447e-11,7.69338e-11
9073,1.8148e-06,217.07,68921,8e+08,-9.39845e-19,-9.39845e-19,-9.44577e-19,1.85268e-12,9261,1e+08,1.36881e-17,1.36881e-17,1.36881e-17,1.65301e-11,5.85509e-11,7.69337e-11
9074,1.815e-06,217.091,68921,8e+08,-9.56133e-19,-9.56133e-19,-9.60737e-19,1.85308e-12,9261,1e+08,1.36719e-17,1.36719e-17,1.36719e-17,1.65235e-11,5.85571e-11,7.69336e-11
9075,1.8152e-06,217.113,68921,8e+08,-9.54198e-19,-9.54198e-19,-9.58184e-19,1.85348e-12,9261,1e+08,1.36557e-17,1.36557e-17,1.36557e-17,1.65168e-11,5.85632e-11,7.69335e-11
9076,1.8154e-06,217.134,68921,8e+08,-9.48771e-19,-9.48771e-19,-9.52318e-19,1.85388e-12,9261,1e+08,1.36394e-17,1.36394e-17,1.36394e-17,1.65101e-11,5.85693e-11,7.69333e-11
9077,1.8156e-06,217.156,68921,8e+08,-9.43933e-19,-9.43933e-19,-9.4545e-19,1.85429e-12,9261,1e+08,1.36231e-17,1.36231e-17,1.36231e-17,1.65034e-11,5.85754e-11,7.69331e-11
9078,1.8158e-06,217.176,68921,8e+08,-9.47907e-19,-9.47907e-19,-9.47827e-19,1.85469e-12,9261,1e+08,1.36068e-17,1.36068e-17,1.36068e-17,1.64967e-11,5.85816e-11,7.6933e-11
9079,1.816e-06,217.196,68921,8e+08,-9.34267e-19,-9.34267e-19,-9.34693e-19,1.85509e-12,9261,1e+08,1.35904e-17,1.35904e-17,1.35904e-17,1.649e-11,5.85877e-11,7.69328e-11
9080,1.8162e-06,217.218,68921,8e+08,-9.53594e-19,-9.53594e-19,-9.54848e-19,1.85549e-12,9261,1e+08,1.35495e-17,1.35495e-17,1.35495e-17,1.64832e-11,5.85939e-11,7.69327e-11
9081,1.8164e-06,217.239,68921,8e+08,-9.74573e-19,-9.74573e-19,-9.75716e-19,1.85589e-12,9261,1e+08,1.35331e-17,1.35331e-17,1.35331e-17,1.64765e-11,5.86001e-11,7.69325e-11
9082,1.8166e-06,217.259,68921,8e+08,-9.78219e-19,-9.78219e-19,-9.79379e-19,1.85629e-12,9261,1e+08,1.35318e-17,1.35318e-17,1.35318e-17,1.64697e-11,5.86063e-11,7.69324e-11
9083,1.8168e-06,217.279,68921,8e+08,-9.78844e-19,-9.78844e-19,-9.79577e-19,1.85669e-12,9261,1e+08,1.35153e-17,1.35153e-17,1.35153e-17,1.64631e-11,5.86125e-11,7.69322e-11
9084,1.817e-06,217.3,68921,8e+08,-9.65913e-19,-9.65913e-19,-9.69048e-19,1.85709e-12,9261,1e+08,1.34988e-17,1.34988e-17,1.34988e-17,1.64564e-11,5.86186e-11,7.6932e-11
9085,1.8172e-06,217.319,68921,8e+08,-9.64613e-19,-9.64613e-19,-9.688e-19,1.8575e-12,9261,1e+08,1.34822e-17,1.34822e-17,1.34822e-17,1.64497e-11,5.86247e-11,7.69318e-11
9086,1.8174e-06,217.339,68921,8e+08,-9.90155e-19,-9.90155e-19,-9.93672e-19,1.8579e-12,9261,1e+08,1.34706e-17,1.34706e-17,1.34706e-17,1.6443e-11,5.86307e-11,7.69316e-11
9087,1.8176e-06,217.36,68921,8e+08,-1.00069e-18,-1.00069e-18,-1.0039e-18,1.8583e-12,9261,1e+08,1.34288e-17,1.34288e-17,1.34288e-17,1.64363e-11,5.86367e-11,7.69313e-11
9088,1.8178e-06,217.381,68921,8e+08,-1.00447e-18,-1.00447e-18,-1.00751e-18,1.8587e-12,9261,1e+08,1.34121e-17,1.34121e-17,1.34121e-17,1.64297e-11,5.86428e-11,7.69311e-11
9089,1.818e-06,217.402,68921,8e+08,-1.01701e-18,-1.01701e-18,-1.01995e-18,1.8591e-12,9261,1e+08,1.33954e-17,1.33954e-17,1.33954e-17,1.6423e-11,5.86488e-11,7.69309e-11
9090,1.8182e-06,217.422,68921,8e+08,-1.00535e-18,-1.00535e-18,-1.00822e-18,1.8595e-12,9261,1e+08,1.33787e-17,1.33787e-17,1.33787e-17,1.64164e-11,5.86548e-11,7.69307e-11
9091,1.8184e-06,217.442,68921,8e+08,-9.97701e-19,-9.97701e-19,-9.99851e-19,1.85991e-12,9261,1e+08,1.3362e-17,1.3362e-17,1.3362e-17,1.64097e-11,5.86609e-11,7.69305e-11
9092,1.8186e-06,217.463,68921,8e+08,-1.00589e-18,-1.00589e-18,-1.00792e-18,1.86031e-12,9261,1e+08,1.33315e-17,1.33315e-17,1.33315e-17,1.64031e-11,5.86668e-11,7.69302e-11
9093,1.8188e-06,217.484,68921,8e+08,-9.99072e-19,-9.99072e-19,-9.96186e-19,1.86071e-12,9261,1e+08,1.33147e-17,1.33147e-17,1.33147e-17,1.63965e-11,5.86727e-11,7.69299e-11
