ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
1577,3.156e-07,33.0383,68921,8e+08,-1.08811e-18,-1.08811e-18,-1.088e-18,5.76147e-14,9261,1e+08,2.23432e-17,2.23432e-17,2.23432e-17,1.13341e-11,6.56247e-11,7.70164e-11
1578,3.158e-07,33.062,68921,8e+08,-1.12799e-18,-1.12799e-18,-1.12804e-18,5.76877e-14,9261,1e+08,2.23121e-17,2.23121e-17,2.23121e-17,1.13175e-11,6.56415e-11,7.70167e-11
1579,3.16e-07,33.0856,68921,8e+08,-1.13577e-18,-1.13577e-18,-1.1355e-18,5.77607e-14,9261,1e+08,2.2281e-17,2.2281e-17,2.2281e-17,1.1301e-11,6.56583e-11,7.7017e-11
1580,3.162e-07,33.1094,68921,8e+08,-1.17118e-18,-1.17118e-18,-1.1714e-18,5.78337e-14,9261,1e+08,2.22499e-17,2.22499e-17,2.22499e-17,1.12845e-11,6.56751e-11,7.70174e-11
1581,3.164e-07,33.1328,68921,8e+08,-1.181e-18,-1.181e-18,-1.18127e-18,5.79068e-14,9261,1e+08,2.22188e-17,2.22188e-17,2.22188e-17,1.12679e-11,6.56918e-11,7.70177e-11
1582,3.166e-07,33.157,68921,8e+08,-1.18889e-18,-1.18889e-18,-1.18935e-18,5.798e-14,9261,1e+08,2.21876e-17,2.21876e-17,2.21876e-17,1.12514e-11,6.57086e-11,7.7018e-11
1583,3.168e-07,33.1809,68921,8e+08,-1.21799e-18,-1.21799e-18,-1.21728e-18,5.80532e-14,9261,1e+08,2.21564e-17,2.21564e-17,2.21564e-17,1.12349e-11,6.57254e-11,7.70183e-11
1584,3.17e-07,33.2045,68921,8e+08,-1.21022e-18,-1.21022e-18,-1.21131e-18,5.81265e-14,9261,1e+08,2.21251e-17,2.21251e-17,2.21251e-17,1.12184e-11,6.57421e-11,7.70187e-11
1585,3.172e-07,33.2286,68921,8e+08,-1.27142e-18,-1.27142e-18,-1.27176e-18,5.81998e-14,9261,1e+08,2.20939e-17,2.20939e-17,2.20939e-17,1.12019e-11,6.57589e-11,7.7019e-11
1586,3.174e-07,33.2522,68921,8e+08,-1.29419e-18,-1.29419e-18,-1.29361e-18,5.82732e-14,9261,1e+08,2.20626e-17,2.20626e-17,2.20626e-17,1.11854e-11,6.57757e-11,7.70193e-11
1587,3.176e-07,33.2763,68921,8e+08,-1.31221e-18,-1.31221e-18,-1.31169e-18,5.83466e-14,9261,1e+08,2.20286e-17,2.20286e-17,2.20286e-17,1.11689e-11,6.57924e-11,7.70197e-11
1588,3.178e-07,33.2998,68921,8e+08,-1.31507e-18,-1.31507e-18,-1.31558e-18,5.842e-14,9261,1e+08,2.19973e-17,2.19973e-17,2.19973e-17,1.11525e-11,6.58091e-11,7.702e-11
1589,3.18e-07,33.3235,68921,8e+08,-1.32152e-18,-1.32152e-18,-1.32142e-18,5.84936e-14,9261,1e+08,2.19659e-17,2.19659e-17,2.19659e-17,1.1136e-11,6.58259e-11,7.70204e-11
1590,3.182e-07,33.347,68921,8e+08,-1.34468e-18,-1.34468e-18,-1.3448e-18,5.85671e-14,9261,1e+08,2.19263e-17,2.19263e-17,2.19263e-17,1.11196e-11,6.58426e-11,7.70207e-11
1591,3.184e-07,33.3707,68921,8e+08,-1.33125e-18,-1.33125e-18,-1.33062e-18,5.86408e-14,9261,1e+08,2.18914e-17,2.18914e-17,2.18914e-17,1.11031e-11,6.58593e-11,7.7021e-11
1592,3.186e-07,33.394,68921,8e+08,-1.32926e-18,-1.32926e-18,-1.32914e-18,5.87145e-14,9261,1e+08,2.18509e-17,2.18509e-17,2.18509e-17,1.10867e-11,6.58759e-11,7.70214e-11
1593,3.188e-07,33.4174,68921,8e+08,-1.29571e-18,-1.29571e-18,-1.29501e-18,5.87882e-14,9261,1e+08,2.18194e-17,2.18194e-17,2.18194e-17,1.10703e-11,6.58926e-11,7.70217e-11
1594,3.19e-07,33.4412,68921,8e+08,-1.32063e-18,-1.32063e-18,-1.32009e-18,5.8862e-14,9261,1e+08,2.17879e-17,2.17879e-17,2.17879e-17,1.10539e-11,6.59093e-11,7.7022e-11
1595,3.192e-07,33.4646,68921,8e+08,-1.3531e-18,-1.3531e-18,-1.35242e-18,5.89359e-14,9261,1e+08,2.17492e-17,2.17492e-17,2.17492e-17,1.10375e-11,6.59259e-11,7.70224e-11
1596,3.194e-07,33.4876,68921,8e+08,-1.31961e-18,-1.31961e-18,-1.32072e-18,5.90098e-14,9261,1e+08,2.1708e-17,2.1708e-17,2.1708e-17,1.10211e-11,6.59426e-11,7.70227e-11
1597,3.196e-07,33.5116,68921,8e+08,-1.34421e-18,-1.34421e-18,-1.34487e-18,5.90837e-14,9261,1e+08,2.16718e-17,2.16718e-17,2.16718e-17,1.10047e-11,6.59592e-11,7.7023e-11
1598,3.198e-07,33.5349,68921,8e+08,-1.37211e-18,-1.37211e-18,-1.37259e-18,5.91577e-14,9261,1e+08,2.16289e-17,2.16289e-17,2.16289e-17,1.09884e-11,6.59758e-11,7.70233e-11
1599,3.2e-07,33.5583,68921,8e+08,-1.40144e-18,-1.40144e-18,-1.40149e-18,5.92318e-14,9261,1e+08,2.15876e-17,2.15876e-17,2.15876e-17,1.0972e-11,6.59924e-11,7.70236e-11
1600,3.202e-07,33.5813,68921,8e+08,-1.38172e-18,-1.38172e-18,-1.38234e-18,5.93059e-14,9261,1e+08,2.15453e-17,2.15453e-17,2.15453e-17,1.09557e-11,6.60089e-11,7.70239e-11
1601,3.204e-07,33.6697,68921,8e+08,-1.39682e-18,-1.39682e-18,-1.39704e-18,5.938e-14,9261,1e+08,2.15136e-17,2.15136e-17,2.15136e-17,1.09394e-11,6.60255e-11,7.70243e-11
1602,3.206e-07,33.6941,68921,8e+08,-1.41601e-18,-1.41601e-18,-1.41638e-18,5.94543e-14,9261,1e+08,2.14819e-17,2.14819e-17,2.14819e-17,1.09231e-11,6.6042e-11,7.70246e-11
1603,3.208e-07,33.7196,68921,8e+08,-1.40953e-18,-1.40953e-18,-1.40859e-18,5.95285e-14,9261,1e+08,2.14502e-17,2.14502e-17,2.14502e-17,1.09068e-11,6.60586e-11,7.70249e-11
1604,3.21e-07,33.7437,68921,8e+08,-1.41516e-18,-1.41516e-18,-1.41516e-18,5.96029e-14,9261,1e+08,2.14102e-17,2.14102e-17,2.14102e-17,1.08905e-11,6.60751e-11,7.70252e-11
1605,3.212e-07,33.7671,68921,8e+08,-1.42781e-18,-1.42781e-18,-1.42738e-18,5.96773e-14,9261,1e+08,2.13785e-17,2.13785e-17,2.13785e-17,1.08742e-11,6.60916e-11,7.70255e-11
1606,3.214e-07,33.7951,68921,8e+08,-1.43129e-18,-1.43129e-18,-1.43039e-18,5.97517e-14,9261,1e+08,2.13397e-17,2.13397e-17,2.13397e-17,1.0858e-11,6.61081e-11,7.70258e-11
1607,3.216e-07,33.8234,68921,8e+08,-1.41707e-18,-1.41707e-18,-1.41629e-18,5.98262e-14,9261,1e+08,2.12964e-17,2.12964e-17,2.12964e-17,1.08417e-11,6.61246e-11,7.70262e-11
1608,3.218e-07,33.849,68921,8e+08,-1.43382e-18,-1.43382e-18,-1.43483e-18,5.99008e-14,9261,1e+08,2.12443e-17,2.12443e-17,2.12443e-17,1.08255e-11,6.6141e-11,7.70265e-11
1609,3.22e-07,33.8764,68921,8e+08,-1.42523e-18,-1.42523e-18,-1.42598e-18,5.99753e-14,9261,1e+08,2.11969e-17,2.11969e-17,2.11969e-17,1.08093e-11,6.61574e-11,7.70267e-11
1610,3.222e-07,33.9071,68921,8e+08,-1.44172e-18,-1.44172e-18,-1.44224e-18,6.005e-14,9261,1e+08,2.11485e-17,2.11485e-17,2.11485e-17,1.07932e-11,6.61738e-11,7.7027e-11
1611,3.224e-07,33.9365,68921,8e+08,-1.4564e-18,-1.4564e-18,-1.45649e-18,6.01246e-14,9261,1e+08,2.11069e-17,2.11069e-17,2.11069e-17,1.0777e-11,6.61902e-11,7.70273e-11
1612,3.226e-07,33.9623,68921,8e+08,-1.46919e-18,-1.46919e-18,-1.46984e-18,6.01994e-14,9261,1e+08,2.10606e-17,2.10606e-17,2.10606e-17,1.07609e-11,6.62065e-11,7.70276e-11
1613,3.228e-07,33.991,68921,8e+08,-1.47105e-18,-1.47105e-18,-1.47052e-18,6.02742e-14,9261,1e+08,2.1012e-17,2.1012e-17,2.1012e-17,1.07448e-11,6.62228e-11,7.70279e-11
1614,3.23e-07,34.0204,68921,8e+08,-1.48919e-18,-1.48919e-18,-1.48887e-18,6.0349e-14,9261,1e+08,2.098e-17,2.098e-17,2.098e-17,1.07287e-11,6.62391e-11,7.70282e-11
1615,3.232e-07,34.05,68921,8e+08,-1.51792e-18,-1.51792e-18,-1.51706e-18,6.04239e-14,9261,1e+08,2.09345e-17,2.09345e-17,2.09345e-17,1.07126e-11,6.62554e-11,7.70284e-11
1616,3.234e-07,34.0792,68921,8e+08,-1.55276e-18,-1.55276e-18,-1.55239e-18,6.04989e-14,9261,1e+08,2.08893e-17,2.08893e-17,2.08893e-17,1.06965e-11,6.62717e-11,7.70287e-11
1617,3.236e-07,34.1091,68921,8e+08,-1.55359e-18,-1.55359e-18,-1.55308e-18,6.05739e-14,9261,1e+08,2.08573e-17,2.08573e-17,2.08573e-17,1.06804e-11,6.6288e-11,7.7029e-11
1618,3.238e-07,34.135,68921,8e+08,-1.57898e-18,-1.57898e-18,-1.57862e-18,6.0649e-14,9261,1e+08,2.08252e-17,2.08252e-17,2.08252e-17,1.06643e-11,6.63042e-11,7.70292e-11
1619,3.24e-07,34.1589,68921,8e+08,-1.58003e-18,-1.58003e-18,-1.57907e-18,6.07241e-14,9261,1e+08,2.07581e-17,2.07581e-17,2.07581e-17,1.06483e-11,6.63205e-11,7.70294e-11
1620,3.242e-07,34.1825,68921,8e+08,-1.56062e-18,-1.56062e-18,-1.56191e-18,6.07992e-14,9261,1e+08,2.07259e-17,2.07259e-17,2.07259e-17,1.06322e-11,6.63367e-11,7.70297e-11
1621,3.244e-07,34.2072,68921,8e+08,-1.56438e-18,-1.56438e-18,-1.56537e-18,6.08745e-14,9261,1e+08,2.06937e-17,2.06937e-17,2.06937e-17,1.06162e-11,6.63529e-11,7.70299e-11
1622,3.246e-07,34.2319,68921,8e+08,-1.63647e-18,-1.63647e-18,-1.63727e-18,6.09497e-14,9261,1e+08,2.06398e-17,2.06398e-17,2.06398e-17,1.06001e-11,6.63691e-11,7.70302e-11
1623,3.248e-07,34.2562,68921,8e+08,-1.68177e-18,-1.68177e-18,-1.68204e-18,6.1025e-14,9261,1e+08,2.05823e-17,2.05823e-17,2.05823e-17,1.05841e-11,6.63853e-11,7.70304e-11
1624,3.25e-07,34.28,68921,8e+08,-1.68463e-18,-1.68463e-18,-1.68548e-18,6.11004e-14,9261,1e+08,2.055e-17,2.055e-17,2.055e-17,1.05681e-11,6.64015e-11,7.70306e-11
1625,3.252e-07,34.3036,68921,8e+08,-1.67082e-18,-1.67082e-18,-1.67106e-18,6.11758e-14,9261,1e+08,2.05012e-17,2.05012e-17,2.05012e-17,1.0552e-11,6.64176e-11,7.70308e-11
1626,3.254e-07,34.3281,68921,8e+08,-1.6777e-18,-1.6777e-18,-1.67742e-18,6.12513e-14,9261,1e+08,2.04543e-17,2.04543e-17,2.04543e-17,1.0536e-11,6.64338e-11,7.70311e-11
1627,3.256e-07,34.3516,68921,8e+08,-1.67597e-18,-1.67597e-18,-1.67488e-18,6.13268e-14,9261,1e+08,2.03992e-17,2.03992e-17,2.03992e-17,1.052e-11,6.64499e-11,7.70313e-11
1628,3.258e-07,34.3756,68921,8e+08,-1.67834e-18,-1.67834e-18,-1.6782e-18,6.14024e-14,9261,1e+08,2.03669e-17,2.03669e-17,2.03669e-17,1.05041e-11,6.64661e-11,7.70316e-11
1629,3.26e-07,34.4023,68921,8e+08,-1.66844e-18,-1.66844e-18,-1.66828e-18,6.1478e-14,9261,1e+08,2.03345e-17,2.03345e-17,2.03345e-17,1.04881e-11,6.64823e-11,7.70319e-11
1630,3.262e-07,34.4298,68921,8e+08,-1.70256e-18,-1.70256e-18,-1.7023e-18,6.15537e-14,9261,1e+08,2.02844e-17,2.02844e-17,2.02844e-17,1.04721e-11,6.64985e-11,7.70321e-11
1631,3.264e-07,34.456,68921,8e+08,-1.71131e-18,-1.71131e-18,-1.71039e-18,6.16295e-14,9261,1e+08,2.0252e-17,2.0252e-17,2.0252e-17,1.04562e-11,6.65146e-11,7.70324e-11
1632,3.266e-07,34.4798,68921,8e+08,-1.72514e-18,-1.72514e-18,-1.72613e-18,6.17053e-14,9261,1e+08,2.02109e-17,2.02109e-17,2.02109e-17,1.04402e-11,6.65307e-11,7.70327e-11
1633,3.268e-07,34.5032,68921,8e+08,-1.73439e-18,-1.73439e-18,-1.73401e-18,6.17811e-14,9261,1e+08,2.01784e-17,2.01784e-17,2.01784e-17,1.04243e-11,6.65469e-11,7.70329e-11
1634,3.27e-07,34.5268,68921,8e+08,-1.78247e-18,-1.78247e-18,-1.78185e-18,6.18571e-14,9261,1e+08,2.01222e-17,2.01222e-17,2.01222e-17,1.04084e-11,6.65629e-11,7.70332e-11
1635,3.272e-07,34.551,68921,8e+08,-1.75804e-18,-1.75804e-18,-1.75703e-18,6.1933e-14,9261,1e+08,2.00897e-17,2.00897e-17,2.00897e-17,1.03925e-11,6.6579e-11,7.70335e-11
1636,3.274e-07,34.5745,68921,8e+08,-1.78012e-18,-1.78012e-18,-1.78066e-18,6.2009e-14,9261,1e+08,2.00572e-17,2.00572e-17,2.00572e-17,1.03766e-11,6.6595e-11,7.70337e-11
1637,3.276e-07,34.598,68921,8e+08,-1.78893e-18,-1.78893e-18,-1.78928e-18,6.20851e-14,9261,1e+08,2.00246e-17,2.00246e-17,2.00246e-17,1.03608e-11,6.66111e-11,7.70339e-11
1638,3.278e-07,34.6216,68921,8e+08,-1.79923e-18,-1.79923e-18,-1.79979e-18,6.21612e-14,9261,1e+08,1.99823e-17,1.99823e-17,1.99823e-17,1.03449e-11,6.66271e-11,7.70341e-11
1639,3.28e-07,34.6455,68921,8e+08,-1.77888e-18,-1.77888e-18,-1.77864e-18,6.22374e-14,9261,1e+08,1.99265e-17,1.99265e-17,1.99265e-17,1.03291e-11,6.66431e-11,7.70344e-11
1640,3.282e-07,34.6693,68921,8e+08,-1.73753e-18,-1.73753e-18,-1.73825e-18,6.23137e-14,9261,1e+08,1.98922e-17,1.98922e-17,1.98922e-17,1.03132e-11,6.66591e-11,7.70346e-11
1641,3.284e-07,34.693,68921,8e+08,-1.7405e-18,-1.7405e-18,-1.74074e-18,6.239e-14,9261,1e+08,1.98595e-17,1.98595e-17,1.98595e-17,1.02974e-11,6.66751e-11,7.70349e-11
1642,3.286e-07,34.7159,68921,8e+08,-1.76638e-18,-1.76638e-18,-1.76678e-18,6.24663e-14,9261,1e+08,1.98202e-17,1.98202e-17,1.98202e-17,1.02816e-11,6.66911e-11,7.70351e-11
1643,3.288e-07,34.7398,68921,8e+08,-1.76678e-18,-1.76678e-18,-1.7664e-18,6.25427e-14,9261,1e+08,1.97725e-17,1.97725e-17,1.97725e-17,1.02658e-11,6.67071e-11,7.70354e-11
1644,3.29e-07,34.7626,68921,8e+08,-1.80593e-18,-1.80593e-18,-1.80746e-18,6.26191e-14,9261,1e+08,1.97277e-17,1.97277e-17,1.97277e-17,1.025e-11,6.67231e-11,7.70356e-11
1645,3.292e-07,34.7859,68921,8e+08,-1.82073e-18,-1.82073e-18,-1.82111e-18,6.26956e-14,9261,1e+08,1.96799e-17,1.96799e-17,1.96799e-17,1.02342e-11,6.6739e-11,7.70359e-11
1646,3.294e-07,34.8094,68921,8e+08,-1.83294e-18,-1.83294e-18,-1.83285e-18,6.27722e-14,9261,1e+08,1.96308e-17,1.96308e-17,1.96308e-17,1.02184e-11,6.6755e-11,7.70361e-11
1647,3.296e-07,34.8327,68921,8e+08,-1.83831e-18,-1.83831e-18,-1.83697e-18,6.28488e-14,9261,1e+08,1.9583e-17,1.9583e-17,1.9583e-17,1.02026e-11,6.67709e-11,7.70363e-11
1648,3.298e-07,34.8569,68921,8e+08,-1.85903e-18,-1.85903e-18,-1.85878e-18,6.29254e-14,9261,1e+08,1.95445e-17,1.95445e-17,1.95445e-17,1.01869e-11,6.67868e-11,7.70366e-11
1649,3.3e-07,34.8804,68921,8e+08,-1.87994e-18,-1.87994e-18,-1.87946e-18,6.30022e-14,9261,1e+08,1.95117e-17,1.95117e-17,1.95117e-17,1.01712e-11,6.68027e-11,7.70368e-11
1650,3.302e-07,34.9069,68921,8e+08,-1.89006e-18,-1.89006e-18,-1.88974e-18,6.30789e-14,9261,1e+08,1.94788e-17,1.94788e-17,1.94788e-17,1.01555e-11,6.68185e-11,7.70371e-11
1651,3.304e-07,34.931,68921,8e+08,-1.87734e-18,-1.87734e-18,-1.87662e-18,6.31558e-14,9261,1e+08,1.9446e-17,1.9446e-17,1.9446e-17,1.01398e-11,6.68344e-11,7.70373e-11
1652,3.306e-07,34.9557,68921,8e+08,-1.85172e-18,-1.85172e-18,-1.85255e-18,6.32327e-14,9261,1e+08,1.9401e-17,1.9401e-17,1.9401e-17,1.01241e-11,6.68502e-11,7.70376e-11
1653,3.308e-07,34.9798,68921,8e+08,-1.83888e-18,-1.83888e-18,-1.83858e-18,6.33096e-14,9261,1e+08,1.93681e-17,1.93681e-17,1.93681e-17,1.01084e-11,6.68661e-11,7.70378e-11
1654,3.31e-07,35.0039,68921,8e+08,-1.83103e-18,-1.83103e-18,-1.83094e-18,6.33866e-14,9261,1e+08,1.93352e-17,1.93352e-17,1.93352e-17,1.00928e-11,6.68819e-11,7.70381e-11
1655,3.312e-07,35.0301,68921,8e+08,-1.83997e-18,-1.83997e-18,-1.83883e-18,6.34636e-14,9261,1e+08,1.92937e-17,1.92937e-17,1.92937e-17,1.00771e-11,6.68977e-11,7.70383e-11
1656,3.314e-07,35.0558,68921,8e+08,-1.86206e-18,-1.86206e-18,-1.86296e-18,6.35407e-14,9261,1e+08,1.92607e-17,1.92607e-17,1.92607e-17,1.00615e-11,6.69135e-11,7.70385e-11
1657,3.316e-07,35.0813,68921,8e+08,-1.84801e-18,-1.84801e-18,-1.8485e-18,6.36178e-14,9261,1e+08,1.92181e-17,1.92181e-17,1.92181e-17,1.00458e-11,6.69293e-11,7.70387e-11
1658,3.318e-07,35.1049,68921,8e+08,-1.84397e-18,-1.84397e-18,-1.84423e-18,6.3695e-14,9261,1e+08,1.91851e-17,1.91851e-17,1.91851e-17,1.00302e-11,6.69451e-11,7.70389e-11
1659,3.32e-07,35.1282,68921,8e+08,-1.83492e-18,-1.83492e-18,-1.83439e-18,6.37723e-14,9261,1e+08,1.9152e-17,1.9152e-17,1.9152e-17,1.00146e-11,6.69608e-11,7.70391e-11
1660,3.322e-07,35.1519,68921,8e+08,-1.90243e-18,-1.90243e-18,-1.90338e-18,6.38496e-14,9261,1e+08,1.91031e-17,1.91031e-17,1.91031e-17,9.99894e-12,6.69765e-11,7.70393e-11
1661,3.324e-07,35.1757,68921,8e+08,-1.90969e-18,-1.90969e-18,-1.90991e-18,6.3927e-14,9261,1e+08,1.90586e-17,1.90586e-17,1.90586e-17,9.98333e-12,6.69923e-11,7.70395e-11
1662,3.326e-07,35.1988,68921,8e+08,-1.91815e-18,-1.91815e-18,-1.91828e-18,6.40044e-14,9261,1e+08,1.90254e-17,1.90254e-17,1.90254e-17,9.96773e-12,6.7008e-11,7.70397e-11
1663,3.328e-07,35.2225,68921,8e+08,-1.91024e-18,-1.91024e-18,-1.90936e-18,6.40818e-14,9261,1e+08,1.89923e-17,1.89923e-17,1.89923e-17,9.95213e-12,6.70237e-11,7.70399e-11
1664,3.33e-07,35.2457,68921,8e+08,-1.90847e-18,-1.90847e-18,-1.90869e-18,6.41594e-14,9261,1e+08,1.89592e-17,1.89592e-17,1.89592e-17,9.93654e-12,6.70394e-11,7.70401e-11
1665,3.332e-07,35.2692,68921,8e+08,-1.89008e-18,-1.89008e-18,-1.88989e-18,6.42369e-14,9261,1e+08,1.8926e-17,1.8926e-17,1.8926e-17,9.92096e-12,6.70551e-11,7.70403e-11
1666,3.334e-07,35.2931,68921,8e+08,-1.89892e-18,-1.89892e-18,-1.89888e-18,6.43146e-14,9261,1e+08,1.88928e-17,1.88928e-17,1.88928e-17,9.90539e-12,6.70708e-11,7.70405e-11
1667,3.336e-07,35.3167,68921,8e+08,-1.92346e-18,-1.92346e-18,-1.92268e-18,6.43923e-14,9261,1e+08,1.88596e-17,1.88596e-17,1.88596e-17,9.88982e-12,6.70865e-11,7.70408e-11
1668,3.338e-07,35.3403,68921,8e+08,-1.91357e-18,-1.91357e-18,-1.91531e-18,6.447e-14,9261,1e+08,1.88147e-17,1.88147e-17,1.88147e-17,9.87427e-12,6.71023e-11,7.7041e-11
1669,3.34e-07,35.3639,68921,8e+08,-1.9313e-18,-1.9313e-18,-1.93141e-18,6.45478e-14,9261,1e+08,1.87563e-17,1.87563e-17,1.87563e-17,9.85872e-12,6.7118e-11,7.70413e-11
1670,3.342e-07,35.3873,68921,8e+08,-1.9512e-18,-1.9512e-18,-1.95112e-18,6.46257e-14,9261,1e+08,1.87231e-17,1.87231e-17,1.87231e-17,9.84321e-12,6.71337e-11,7.70415e-11
1671,3.344e-07,35.4108,68921,8e+08,-1.95279e-18,-1.95279e-18,-1.95262e-18,6.47036e-14,9261,1e+08,1.86735e-17,1.86735e-17,1.86735e-17,9.82771e-12,6.71494e-11,7.70418e-11
1672,3.346e-07,35.4338,68921,8e+08,-1.92358e-18,-1.92358e-18,-1.92463e-18,6.47816e-14,9261,1e+08,1.86228e-17,1.86228e-17,1.86228e-17,9.81221e-12,6.7165e-11,7.7042e-11
1673,3.348e-07,35.4576,68921,8e+08,-1.91048e-18,-1.91048e-18,-1.90998e-18,6.48597e-14,9261,1e+08,1.85815e-17,1.85815e-17,1.85815e-17,9.79673e-12,6.71807e-11,7.70423e-11
1674,3.35e-07,35.4807,68921,8e+08,-1.93015e-18,-1.93015e-18,-1.92982e-18,6.49378e-14,9261,1e+08,1.85481e-17,1.85481e-17,1.85481e-17,9.78125e-12,6.71963e-11,7.70425e-11
1675,3.352e-07,35.5041,68921,8e+08,-1.93367e-18,-1.93367e-18,-1.93213e-18,6.50159e-14,9261,1e+08,1.84962e-17,1.84962e-17,1.84962e-17,9.76579e-12,6.72119e-11,7.70427e-11
1676,3.354e-07,35.5276,68921,8e+08,-1.91736e-18,-1.91736e-18,-1.91719e-18,6.50941e-14,9261,1e+08,1.84628e-17,1.84628e-17,1.84628e-17,9.75033e-12,6.72275e-11,7.70429e-11
1677,3.356e-07,35.5509,68921,8e+08,-1.88023e-18,-1.88023e-18,-1.87994e-18,6.51724e-14,9261,1e+08,1.84294e-17,1.84294e-17,1.84294e-17,9.73489e-12,6.72431e-11,7.70431e-11
1678,3.358e-07,35.5751,68921,8e+08,-1.90478e-18,-1.90478e-18,-1.9044e-18,6.52507e-14,9261,1e+08,1.83959e-17,1.83959e-17,1.83959e-17,9.71945e-12,6.72586e-11,7.70433e-11
1679,3.36e-07,35.5979,68921,8e+08,-1.87637e-18,-1.87637e-18,-1.87573e-18,6.53291e-14,9261,1e+08,1.83624e-17,1.83624e-17,1.83624e-17,9.70402e-12,6.72742e-11,7.70435e-11
1680,3.362e-07,35.621,68921,8e+08,-1.85572e-18,-1.85572e-18,-1.85714e-18,6.54075e-14,9261,1e+08,1.83289e-17,1.83289e-17,1.83289e-17,9.6886e-12,6.72897e-11,7.70437e-11
1681,3.364e-07,35.6443,68921,8e+08,-1.87104e-18,-1.87104e-18,-1.87159e-18,6.5486e-14,9261,1e+08,1.82928e-17,1.82928e-17,1.82928e-17,9.67319e-12,6.73053e-11,7.70439e-11
1682,3.366e-07,35.6675,68921,8e+08,-1.89526e-18,-1.89526e-18,-1.89557e-18,6.55645e-14,9261,1e+08,1.82311e-17,1.82311e-17,1.82311e-17,9.65779e-12,6.73208e-11,7.70441e-11
1683,3.368e-07,35.6907,68921,8e+08,-1.88013e-18,-1.88013e-18,-1.8793e-18,6.56431e-14,9261,1e+08,1.81654e-17,1.81654e-17,1.81654e-17,9.6424e-12,6.73363e-11,7.70443e-11
1684,3.37e-07,35.7136,68921,8e+08,-1.84504e-18,-1.84504e-18,-1.84589e-18,6.57217e-14,9261,1e+08,1.81149e-17,1.81149e-17,1.81149e-17,9.62702e-12,6.73518e-11,7.70445e-11
1685,3.372e-07,35.737,68921,8e+08,-1.82356e-18,-1.82356e-18,-1.82381e-18,6.58005e-14,9261,1e+08,1.80813e-17,1.80813e-17,1.80813e-17,9.61165e-12,6.73673e-11,7.70447e-11
1686,3.374e-07,35.7602,68921,8e+08,-1.81895e-18,-1.81895e-18,-1.81941e-18,6.58792e-14,9261,1e+08,1.80054e-17,1.80054e-17,1.80054e-17,9.59629e-12,6.73828e-11,7.70449e-11
1687,3.376e-07,35.7837,68921,8e+08,-1.83789e-18,-1.83789e-18,-1.83724e-18,6.5958e-14,9261,1e+08,1.79717e-17,1.79717e-17,1.79717e-17,9.58093e-12,6.73982e-11,7.70451e-11
1688,3.378e-07,35.8067,68921,8e+08,-1.85681e-18,-1.85681e-18,-1.8572e-18,6.60369e-14,9261,1e+08,1.79381e-17,1.79381e-17,1.79381e-17,9.56559e-12,6.74137e-11,7.70453e-11
1689,3.38e-07,35.83,68921,8e+08,-1.87428e-18,-1.87428e-18,-1.87421e-18,6.61158e-14,9261,1e+08,1.79044e-17,1.79044e-17,1.79044e-17,9.55025e-12,6.74291e-11,7.70455e-11
1690,3.382e-07,35.8526,68921,8e+08,-1.89733e-18,-1.89733e-18,-1.89742e-18,6.61948e-14,9261,1e+08,1.78536e-17,1.78536e-17,1.78536e-17,9.53493e-12,6.74445e-11,7.70457e-11
1691,3.384e-07,35.8759,68921,8e+08,-1.88225e-18,-1.88225e-18,-1.88128e-18,6.62739e-14,9261,1e+08,1.7806e-17,1.7806e-17,1.7806e-17,9.51961e-12,6.74599e-11,7.70458e-11
1692,3.386e-07,35.8996,68921,8e+08,-1.87325e-18,-1.87325e-18,-1.87454e-18,6.6353e-14,9261,1e+08,1.77722e-17,1.77722e-17,1.77722e-17,9.50431e-12,6.74753e-11,7.7046e-11
1693,3.388e-07,35.923,68921,8e+08,-1.92751e-18,-1.92751e-18,-1.92782e-18,6.64321e-14,9261,1e+08,1.77243e-17,1.77243e-17,1.77243e-17,9.48901e-12,6.74907e-11,7.70461e-11
1694,3.39e-07,35.9468,68921,8e+08,-1.97716e-18,-1.97716e-18,-1.97699e-18,6.65113e-14,9261,1e+08,1.76665e-17,1.76665e-17,1.76665e-17,9.47373e-12,6.75061e-11,7.70463e-11
1695,3.392e-07,35.9703,68921,8e+08,-1.95283e-18,-1.95283e-18,-1.95187e-18,6.65906e-14,9261,1e+08,1.76203e-17,1.76203e-17,1.76203e-17,9.45845e-12,6.75214e-11,7.70464e-11
1696,3.394e-07,35.9956,68921,8e+08,-1.97948e-18,-1.97948e-18,-1.97967e-18,6.66699e-14,9261,1e+08,1.75864e-17,1.75864e-17,1.75864e-17,9.44321e-12,6.75367e-11,7.70466e-11
1697,3.396e-07,36.0194,68921,8e+08,-1.97353e-18,-1.97353e-18,-1.97299e-18,6.67492e-14,9261,1e+08,1.75424e-17,1.75424e-17,1.75424e-17,9.42798e-12,6.75521e-11,7.70468e-11
1698,3.398e-07,36.0427,68921,8e+08,-1.9697e-18,-1.9697e-18,-1.96931e-18,6.68286e-14,9261,1e+08,1.75043e-17,1.75043e-17,1.75043e-17,9.41277e-12,6.75674e-11,7.7047e-11
